,iso3c,Medicine,Form,Dose,generic.adj,UK.adj,SA.adj,India.adj
731,BRB,ceftriaxone,powder,forinjection250mg,0.722256729,1.545361825,0.291781603,0.086453808
732,BRB,chloramphenicol,2,mlampoule1000mg,0.490301161,NA,NA,0.151294165
733,BRB,chloramphenicol,powder,forinjection1000mg,0.882585316,1.956017415,NA,0.151294165
734,BRB,ciprofloxacin,2,mg,0.654541783,0.010806726,NA,0
735,BRB,clindamycin,1,mlinjection150mg,NA,0.399848864,NA,1.307613852
736,BRB,cloxacillin,powder,forinjection500mg,0.672048679,NA,0.961798618,0.129680713
737,BRB,dactinomycin,powder,forinjection500mcg,NA,NA,NA,6.34354819
738,BRB,erythromycin,powder,forinjection500mg,NA,12.01707936,NA,NA
739,BRB,fluconazole,1,mlvial2mg,0.654217581,0.010806726,NA,0
740,BRB,gentamicin,2,mlvial20mg,NA,1.545361825,NA,0.043226904
741,BRB,gentamicin,2,mlvial80mg,NA,0.842924632,0.248554699,0.043226904
742,BRB,imipenem/cilastatin,powder,forinjection500mg/500mg,NA,3.566219596,3.371698527,12.81677709
743,BRB,imipenem/cilastatin,powder,forinjection250mg/250mg,NA,NA,1.685849263,9.18571714
744,BRB,kanamycin,powder,forinjection1g,NA,NA,NA,0.46468922
745,BRB,streptomycin,powder,forinjection1000mg,NA,NA,0.313395055,0.064840356
746,BRB,streptomycin,powder,forinjection1000mg,NA,NA,0.313395055,0.064840356
747,BRB,sulfamethoxazole/trimethoprim,5,mlampoule400mg+80mg,0.271000269,2.496353717,NA,NA
748,BRB,sulfamethoxazole/trimethoprim,10ml,ampoule800mg+160mg,0.280466961,4.992707434,NA,NA
749,BRB,vancomycin,powder,forinjection250mg,0.98100217,0.778084275,0.950991892,0.302588329
750,BRB,metronidazole,100ml,vial500mg,0.662668441,0.507916124,0.097260534,0.006656943
751,BRN,amikacin,powder,forinjection1000mg,NA,26.73617117,0.61707487,0.302927663
752,BRN,amikacin,powder,forinjection100mg,NA,2.670251254,0.370244922,0.056097715
753,BRN,amikacin,powder,forinjection500mg,NA,13.37369536,0.314147206,0.157073603
754,BRN,ampicillin,powder,forinjection1000mg,0.722706868,22.84298972,1.357564713,0.14585406
755,BRN,ampicillin,powder,forinjection500mg,0.700739002,11.42149486,0.684392128,0.067317259
756,BRN,cefazolin,powder,forinjection1000mg,0.905574201,NA,0.594635784,0.29170812
757,BRN,cefotaxime,powder,forinjection250mg,0.719610274,1.469760144,0.168293146,0.067317259
758,BRN,ceftazidime,powder,forinjection1000mg,1.322369007,1.110734765,1.985859126,0.403903551
759,BRN,ceftazidime,powder,forinjection250mg,0.839681824,1.985859126,0.493659896,0.403903551
760,BRN,ceftriaxone,powder,forinjection1000mg,0.9630407,0.718050757,0.493659896,0.168293146
761,BRN,ceftriaxone,powder,forinjection250mg,0.749846943,1.604394661,0.302927663,0.089756345
762,BRN,chloramphenicol,2,mlampoule1000mg,0.50903067,NA,NA,0.157073603
763,BRN,chloramphenicol,powder,forinjection1000mg,0.916300084,2.030737298,NA,0.157073603
764,BRN,ciprofloxacin,2,mg,0.679545286,0.011219543,NA,0
765,BRN,clindamycin,1,mlinjection150mg,NA,0.415123094,NA,1.357564713
766,BRN,cloxacillin,powder,forinjection500mg,0.697720945,NA,0.998539335,0.134634517
767,BRN,dactinomycin,powder,forinjection500mcg,NA,NA,NA,6.585871791
768,BRN,erythromycin,powder,forinjection500mg,NA,12.47613191,NA,NA
769,BRN,fluconazole,1,mlvial2mg,0.679208699,0.011219543,NA,0
770,BRN,gentamicin,2,mlvial20mg,NA,1.604394661,NA,0.044878172
771,BRN,gentamicin,2,mlvial80mg,NA,0.875124361,0.258049491,0.044878172
772,BRN,imipenem/cilastatin,powder,forinjection500mg/500mg,NA,3.702449218,3.500497443,13.3063781
773,BRN,imipenem/cilastatin,powder,forinjection250mg/250mg,NA,NA,1.750248721,9.536611623
774,BRN,kanamycin,powder,forinjection1g,NA,NA,NA,0.482440353
775,BRN,streptomycin,powder,forinjection1000mg,NA,NA,0.325366749,0.067317259
776,BRN,streptomycin,powder,forinjection1000mg,NA,NA,0.325366749,0.067317259
777,BRN,sulfamethoxazole/trimethoprim,5,mlampoule400mg+80mg,0.281352482,2.591714453,NA,NA
778,BRN,sulfamethoxazole/trimethoprim,10ml,ampoule800mg+160mg,0.291180802,5.183428906,NA,NA
779,BRN,vancomycin,powder,forinjection250mg,1.018476463,0.807807102,0.987319792,0.314147206
780,BRN,metronidazole,100ml,vial500mg,0.687982382,0.527318525,0.100975888,0.006911239
781,BTN,amikacin,powder,forinjection1000mg,NA,25.28935975,0.583682243,0.28653492
782,BTN,amikacin,powder,forinjection100mg,NA,2.525752254,0.350209346,0.053062022
783,BTN,amikacin,powder,forinjection500mg,NA,12.64998608,0.297147324,0.148573662
784,BTN,ampicillin,powder,forinjection1000mg,0.683598031,21.60685541,1.284100936,0.137961258
785,BTN,ampicillin,powder,forinjection500mg,0.662818943,10.80342771,0.64735667,0.063674427
786,BTN,cefazolin,powder,forinjection1000mg,0.856569611,NA,0.562457435,0.275922515
787,BTN,cefotaxime,powder,forinjection250mg,0.680669008,1.39022498,0.159186066,0.063674427
788,BTN,ceftazidime,powder,forinjection1000mg,1.250809823,1.050628038,1.878395584,0.382046559
789,BTN,ceftazidime,powder,forinjection250mg,0.79424296,1.878395584,0.466945795,0.382046559
790,BTN,ceftriaxone,powder,forinjection1000mg,0.910926346,0.679193883,0.466945795,0.159186066
791,BTN,ceftriaxone,powder,forinjection250mg,0.709269437,1.517573833,0.28653492,0.084899235
792,BTN,chloramphenicol,2,mlampoule1000mg,0.481484789,NA,NA,0.148573662
793,BTN,chloramphenicol,powder,forinjection1000mg,0.86671507,1.920845201,NA,0.148573662
794,BTN,ciprofloxacin,2,mg,0.642772111,0.010612404,NA,0
795,BTN,clindamycin,1,mlinjection150mg,NA,0.392658964,NA,1.284100936
796,BTN,cloxacillin,powder,forinjection500mg,0.659964206,NA,0.944503994,0.127348853
797,BTN,dactinomycin,powder,forinjection500mcg,NA,NA,NA,6.229481399
798,BTN,erythromycin,powder,forinjection500mg,NA,11.80099372,NA,NA
799,BTN,fluconazole,1,mlvial2mg,0.642453739,0.010612404,NA,0
800,BTN,gentamicin,2,mlvial20mg,NA,1.517573833,NA,0.042449618
801,BTN,gentamicin,2,mlvial80mg,NA,0.827767545,0.244085302,0.042449618
802,BTN,imipenem/cilastatin,powder,forinjection500mg/500mg,NA,3.502093461,3.311070181,12.58631165
803,BTN,imipenem/cilastatin,powder,forinjection250mg/250mg,NA,NA,1.655535091,9.020543763
804,BTN,kanamycin,powder,forinjection1g,NA,NA,NA,0.45633339
805,BTN,streptomycin,powder,forinjection1000mg,NA,NA,0.307759728,0.063674427
806,BTN,streptomycin,powder,forinjection1000mg,NA,NA,0.307759728,0.063674427
807,BTN,sulfamethoxazole/trimethoprim,5,mlampoule400mg+80mg,0.266127266,2.451465423,NA,NA
808,BTN,sulfamethoxazole/trimethoprim,10ml,ampoule800mg+160mg,0.275423732,4.902930845,NA,NA
809,BTN,vancomycin,powder,forinjection250mg,0.963362237,0.764093119,0.93389159,0.297147324
810,BTN,metronidazole,100ml,vial500mg,0.650752639,0.498783008,0.09551164,0.006537241
811,BWA,amikacin,powder,forinjection1000mg,NA,25.2329521,0.582380346,0.285895806
812,BWA,amikacin,powder,forinjection100mg,NA,2.52011859,0.349428208,0.052943668
813,BWA,amikacin,powder,forinjection500mg,NA,12.62177041,0.29648454,0.14824227
814,BWA,ampicillin,powder,forinjection1000mg,0.682073273,21.55866155,1.281236762,0.137653536
815,BWA,ampicillin,powder,forinjection500mg,0.661340533,10.77933077,0.645912748,0.063532401
816,BWA,cefazolin,powder,forinjection1000mg,0.854659041,NA,0.561202879,0.275307073
817,BWA,cefotaxime,powder,forinjection250mg,0.679150782,1.387124098,0.158831004,0.063532401
818,BWA,ceftazidime,powder,forinjection1000mg,1.248019905,1.048284623,1.874205842,0.381194409
819,BWA,ceftazidime,powder,forinjection250mg,0.792471409,1.874205842,0.465904277,0.381194409
820,BWA,ceftriaxone,powder,forinjection1000mg,0.908894535,0.677678948,0.465904277,0.158831004
821,BWA,ceftriaxone,powder,forinjection250mg,0.707687419,1.5141889,0.285895806,0.084709869
822,BWA,chloramphenicol,2,mlampoule1000mg,0.480410842,NA,NA,0.14824227
823,BWA,chloramphenicol,powder,forinjection1000mg,0.864781871,1.916560776,NA,0.14824227
824,BWA,ciprofloxacin,2,mg,0.641338415,0.010588734,NA,0
825,BWA,clindamycin,1,mlinjection150mg,NA,0.391783142,NA,1.281236762
826,BWA,cloxacillin,powder,forinjection500mg,0.658492163,NA,0.942397288,0.127064803
827,BWA,dactinomycin,powder,forinjection500mcg,NA,NA,NA,6.215586605
828,BWA,erythromycin,powder,forinjection500mg,NA,11.77467173,NA,NA
829,BWA,fluconazole,1,mlvial2mg,0.641020753,0.010588734,NA,0
830,BWA,gentamicin,2,mlvial20mg,NA,1.5141889,NA,0.042354934
831,BWA,gentamicin,2,mlvial80mg,NA,0.825921218,0.243540872,0.042354934
832,BWA,imipenem/cilastatin,powder,forinjection500mg/500mg,NA,3.494282078,3.303684874,12.55823801
833,BWA,imipenem/cilastatin,powder,forinjection250mg/250mg,NA,NA,1.651842437,9.000423534
834,BWA,kanamycin,powder,forinjection1g,NA,NA,NA,0.455315543
835,BWA,streptomycin,powder,forinjection1000mg,NA,NA,0.307073274,0.063532401
836,BWA,streptomycin,powder,forinjection1000mg,NA,NA,0.307073274,0.063532401
837,BWA,sulfamethoxazole/trimethoprim,5,mlampoule400mg+80mg,0.265533672,2.445997455,NA,NA
838,BWA,sulfamethoxazole/trimethoprim,10ml,ampoule800mg+160mg,0.274809402,4.891994909,NA,NA
839,BWA,vancomycin,powder,forinjection250mg,0.961213467,0.762388817,0.931808554,0.29648454
840,BWA,metronidazole,100ml,vial500mg,0.649301142,0.497670478,0.095298602,0.00652266
841,CAF,amikacin,powder,forinjection1000mg,NA,25.95226369,0.598982167,0.294045791
842,CAF,amikacin,powder,forinjection100mg,NA,2.591959193,0.3593893,0.054452924
843,CAF,amikacin,powder,forinjection500mg,NA,12.98157714,0.304936376,0.152468188
844,CAF,ampicillin,powder,forinjection1000mg,0.701517023,22.17323075,1.317760766,0.141577603
845,CAF,ampicillin,powder,forinjection500mg,0.680193258,11.08661537,0.664325676,0.065343509
846,CAF,cefazolin,powder,forinjection1000mg,0.879022665,NA,0.577200997,0.283155206
847,CAF,cefotaxime,powder,forinjection250mg,0.698511221,1.426666615,0.163358773,0.065343509
848,CAF,ceftazidime,powder,forinjection1000mg,1.283597002,1.0781679,1.927633518,0.392061054
849,CAF,ceftazidime,powder,forinjection250mg,0.81506226,1.927633518,0.479185733,0.392061054
850,CAF,ceftriaxone,powder,forinjection1000mg,0.934804241,0.69699743,0.479185733,0.163358773
851,CAF,ceftriaxone,powder,forinjection250mg,0.727861348,1.557353633,0.294045791,0.087124679
852,CAF,chloramphenicol,2,mlampoule1000mg,0.494105834,NA,NA,0.152468188
853,CAF,chloramphenicol,powder,forinjection1000mg,0.889434064,1.971195857,NA,0.152468188
854,CAF,ciprofloxacin,2,mg,0.659620943,0.010890585,NA,0
855,CAF,clindamycin,1,mlinjection150mg,NA,0.402951639,NA,1.317760766
856,CAF,cloxacillin,powder,forinjection500mg,0.67726369,NA,0.969262051,0.130687018
857,CAF,dactinomycin,powder,forinjection500mcg,NA,NA,NA,6.392773305
858,CAF,erythromycin,powder,forinjection500mg,NA,12.11033035,NA,NA
859,CAF,fluconazole,1,mlvial2mg,0.659294225,0.010890585,NA,0
860,CAF,gentamicin,2,mlvial20mg,NA,1.557353633,NA,0.043562339
861,CAF,gentamicin,2,mlvial80mg,NA,0.849465618,0.250483451,0.043562339
862,CAF,imipenem/cilastatin,powder,forinjection500mg/500mg,NA,3.593892999,3.397862472,12.91623363
863,CAF,imipenem/cilastatin,powder,forinjection250mg/250mg,NA,NA,1.698931236,9.256997119
864,CAF,kanamycin,powder,forinjection1g,NA,NA,NA,0.468295148
865,CAF,streptomycin,powder,forinjection1000mg,NA,NA,0.315826961,0.065343509
866,CAF,streptomycin,powder,forinjection1000mg,NA,NA,0.315826961,0.065343509
867,CAF,sulfamethoxazole/trimethoprim,5,mlampoule400mg+80mg,0.273103196,2.515725099,NA,NA
868,CAF,sulfamethoxazole/trimethoprim,10ml,ampoule800mg+160mg,0.282643349,5.031450199,NA,NA
869,CAF,vancomycin,powder,forinjection250mg,0.988614621,0.784122109,0.958371466,0.304936376
870,CAF,metronidazole,100ml,vial500mg,0.667810663,0.511857488,0.098015264,0.0067086
871,CAN,amikacin,powder,forinjection1000mg,NA,25.31106592,0.584183225,0.286780856
872,CAN,amikacin,powder,forinjection100mg,NA,2.527920138,0.350509935,0.053107566
873,CAN,amikacin,powder,forinjection500mg,NA,12.66084371,0.297402369,0.148701185
874,CAN,ampicillin,powder,forinjection1000mg,0.684184772,21.62540084,1.285203095,0.138079671
875,CAN,ampicillin,powder,forinjection500mg,0.663387849,10.81270042,0.647912304,0.063729079
876,CAN,cefazolin,powder,forinjection1000mg,0.857304815,NA,0.562940199,0.276159343
877,CAN,cefotaxime,powder,forinjection250mg,0.681253234,1.391418227,0.159322698,0.063729079
878,CAN,ceftazidime,powder,forinjection1000mg,1.251883408,1.051529805,1.880007833,0.382374475
879,CAN,ceftazidime,powder,forinjection250mg,0.794924668,1.880007833,0.46734658,0.382374475
880,CAN,ceftriaxone,powder,forinjection1000mg,0.911708206,0.679776844,0.46734658,0.159322698
881,CAN,ceftriaxone,powder,forinjection250mg,0.709878212,1.518876385,0.286780856,0.084972105
882,CAN,chloramphenicol,2,mlampoule1000mg,0.481898053,NA,NA,0.148701185
883,CAN,chloramphenicol,powder,forinjection1000mg,0.867458982,1.922493886,NA,0.148701185
884,CAN,ciprofloxacin,2,mg,0.64332381,0.010621513,NA,0
885,CAN,clindamycin,1,mlinjection150mg,NA,0.392995988,NA,1.285203095
886,CAN,cloxacillin,powder,forinjection500mg,0.660530662,NA,0.945314673,0.127458158
887,CAN,dactinomycin,powder,forinjection500mcg,NA,NA,NA,6.234828239
888,CAN,erythromycin,powder,forinjection500mg,NA,11.81112266,NA,NA
889,CAN,fluconazole,1,mlvial2mg,0.643005165,0.010621513,NA,0
890,CAN,gentamicin,2,mlvial20mg,NA,1.518876385,NA,0.042486053
891,CAN,gentamicin,2,mlvial80mg,NA,0.828478028,0.244294803,0.042486053
892,CAN,imipenem/cilastatin,powder,forinjection500mg/500mg,NA,3.505099351,3.313912113,12.59711464
893,CAN,imipenem/cilastatin,powder,forinjection250mg/250mg,NA,NA,1.656956057,9.028286206
894,CAN,kanamycin,powder,forinjection1g,NA,NA,NA,0.456725067
895,CAN,streptomycin,powder,forinjection1000mg,NA,NA,0.308023882,0.063729079
896,CAN,streptomycin,powder,forinjection1000mg,NA,NA,0.308023882,0.063729079
897,CAN,sulfamethoxazole/trimethoprim,5,mlampoule400mg+80mg,0.266355686,2.453569545,NA,NA
898,CAN,sulfamethoxazole/trimethoprim,10ml,ampoule800mg+160mg,0.275660132,4.907139091,NA,NA
899,CAN,vancomycin,powder,forinjection250mg,0.964189102,0.764748949,0.93469316,0.297402369
900,CAN,metronidazole,100ml,vial500mg,0.651311188,0.49921112,0.095593619,0.006542852
901,CHE,amikacin,powder,forinjection1000mg,NA,23.64084614,0.5456343,0.267856838
902,CHE,amikacin,powder,forinjection100mg,NA,2.361108427,0.32738058,0.049603118
903,CHE,amikacin,powder,forinjection500mg,NA,11.82538338,0.277777462,0.138888731
904,CHE,ampicillin,powder,forinjection1000mg,0.639036972,20.19838974,1.200395461,0.128968107
905,CHE,ampicillin,powder,forinjection500mg,0.619612391,10.09919487,0.605158042,0.059523742
906,CHE,cefazolin,powder,forinjection1000mg,0.800733217,NA,0.525793053,0.257936215
907,CHE,cefotaxime,powder,forinjection250mg,0.63629888,1.299601697,0.148809355,0.059523742
908,CHE,ceftazidime,powder,forinjection1000mg,1.169274464,0.982141741,1.755950385,0.357142451
909,CHE,ceftazidime,powder,forinjection250mg,0.742469394,1.755950385,0.43650744,0.357142451
910,CHE,ceftriaxone,powder,forinjection1000mg,0.851546651,0.634919913,0.43650744,0.148809355
911,CHE,ceftriaxone,powder,forinjection250mg,0.663034961,1.418649181,0.267856838,0.079364989
912,CHE,chloramphenicol,2,mlampoule1000mg,0.450098695,NA,NA,0.138888731
913,CHE,chloramphenicol,powder,forinjection1000mg,0.810217333,1.795632879,NA,0.138888731
914,CHE,ciprofloxacin,2,mg,0.600872333,0.009920624,NA,0
915,CHE,clindamycin,1,mlinjection150mg,NA,0.367063075,NA,1.200395461
916,CHE,cloxacillin,powder,forinjection500mg,0.616943743,NA,0.882935504,0.119047484
917,CHE,dactinomycin,powder,forinjection500mcg,NA,NA,NA,5.823406078
918,CHE,erythromycin,powder,forinjection500mg,NA,11.03173349,NA,NA
919,CHE,fluconazole,1,mlvial2mg,0.600574714,0.009920624,NA,0
920,CHE,gentamicin,2,mlvial20mg,NA,1.418649181,NA,0.039682495
921,CHE,gentamicin,2,mlvial80mg,NA,0.773808644,0.228174344,0.039682495
922,CHE,imipenem/cilastatin,powder,forinjection500mg/500mg,NA,3.273805802,3.095234576,11.76585964
923,CHE,imipenem/cilastatin,powder,forinjection250mg/250mg,NA,NA,1.547617288,8.432530096
924,CHE,kanamycin,powder,forinjection1g,NA,NA,NA,0.426586817
925,CHE,streptomycin,powder,forinjection1000mg,NA,NA,0.287698086,0.059523742
926,CHE,streptomycin,powder,forinjection1000mg,NA,NA,0.287698086,0.059523742
927,CHE,sulfamethoxazole/trimethoprim,5,mlampoule400mg+80mg,0.248779479,2.291664061,NA,NA
928,CHE,sulfamethoxazole/trimethoprim,10ml,ampoule800mg+160mg,0.257469945,4.583328123,NA,NA
929,CHE,vancomycin,powder,forinjection250mg,0.900564452,0.714284902,0.873014881,0.277777462
930,CHE,metronidazole,100ml,vial500mg,0.608332642,0.466269311,0.089285613,0.006111104
931,CHL,amikacin,powder,forinjection1000mg,NA,25.27262705,0.58329605,0.286345334
932,CHL,amikacin,powder,forinjection100mg,NA,2.524081091,0.34997763,0.053026914
933,CHL,amikacin,powder,forinjection500mg,NA,12.64161622,0.296950717,0.148475358
934,CHL,ampicillin,powder,forinjection1000mg,0.683145729,21.59255925,1.283251311,0.137869976
935,CHL,ampicillin,powder,forinjection500mg,0.662380389,10.79627962,0.646928347,0.063632296
936,CHL,cefazolin,powder,forinjection1000mg,0.856002862,NA,0.562085285,0.275739951
937,CHL,cefotaxime,powder,forinjection250mg,0.680218643,1.389305138,0.159080741,0.063632296
938,CHL,ceftazidime,powder,forinjection1000mg,1.249982225,1.049932891,1.877152744,0.381793778
939,CHL,ceftazidime,powder,forinjection250mg,0.793717449,1.877152744,0.46663684,0.381793778
940,CHL,ceftriaxone,powder,forinjection1000mg,0.910323632,0.678744495,0.46663684,0.159080741
941,CHL,ceftriaxone,powder,forinjection250mg,0.70880015,1.516569731,0.286345334,0.084843062
942,CHL,chloramphenicol,2,mlampoule1000mg,0.481166215,NA,NA,0.148475358
943,CHL,chloramphenicol,powder,forinjection1000mg,0.866141608,1.919574275,NA,0.148475358
944,CHL,ciprofloxacin,2,mg,0.642346821,0.010605383,NA,0
945,CHL,clindamycin,1,mlinjection150mg,NA,0.392399161,NA,1.283251311
946,CHL,cloxacillin,powder,forinjection500mg,0.659527541,NA,0.943879063,0.127264593
947,CHL,dactinomycin,powder,forinjection500mcg,NA,NA,NA,6.225359665
948,CHL,erythromycin,powder,forinjection500mg,NA,11.7931856,NA,NA
949,CHL,fluconazole,1,mlvial2mg,0.64202866,0.010605383,NA,0
950,CHL,gentamicin,2,mlvial20mg,NA,1.516569731,NA,0.042421531
951,CHL,gentamicin,2,mlvial80mg,NA,0.827219853,0.243923803,0.042421531
952,CHL,imipenem/cilastatin,powder,forinjection500mg/500mg,NA,3.499776302,3.308879413,12.57798392
953,CHL,imipenem/cilastatin,powder,forinjection250mg/250mg,NA,NA,1.654439706,9.014575324
954,CHL,kanamycin,powder,forinjection1g,NA,NA,NA,0.456031458
955,CHL,streptomycin,powder,forinjection1000mg,NA,NA,0.307556099,0.063632296
956,CHL,streptomycin,powder,forinjection1000mg,NA,NA,0.307556099,0.063632296
957,CHL,sulfamethoxazole/trimethoprim,5,mlampoule400mg+80mg,0.265951183,2.449843411,NA,NA
958,CHL,sulfamethoxazole/trimethoprim,10ml,ampoule800mg+160mg,0.275241498,4.899686823,NA,NA
959,CHL,vancomycin,powder,forinjection250mg,0.962724828,0.763587557,0.933273681,0.296950717
960,CHL,metronidazole,100ml,vial500mg,0.650322069,0.498452988,0.095448445,0.006532916
961,CHN,amikacin,powder,forinjection1000mg,NA,25.11677558,0.579698975,0.284579497
962,CHN,amikacin,powder,forinjection100mg,NA,2.508515564,0.347819385,0.052699907
963,CHN,amikacin,powder,forinjection500mg,NA,12.56365778,0.295119478,0.147559739
964,CHN,ampicillin,powder,forinjection1000mg,0.678932899,21.45940205,1.275337745,0.137019758
965,CHN,ampicillin,powder,forinjection500mg,0.658295616,10.72970102,0.642938863,0.063239888
966,CHN,cefazolin,powder,forinjection1000mg,0.850724055,NA,0.558619012,0.274039515
967,CHN,cefotaxime,powder,forinjection250mg,0.676023864,1.380737558,0.15809972,0.063239888
968,CHN,ceftazidime,powder,forinjection1000mg,1.242273823,1.043458155,1.865576701,0.379439329
969,CHN,ceftazidime,powder,forinjection250mg,0.788822745,1.865576701,0.46375918,0.379439329
970,CHN,ceftriaxone,powder,forinjection1000mg,0.90470984,0.674558807,0.46375918,0.15809972
971,CHN,ceftriaxone,powder,forinjection250mg,0.704429114,1.507217334,0.284579497,0.084319851
972,CHN,chloramphenicol,2,mlampoule1000mg,0.478198954,NA,NA,0.147559739
973,CHN,chloramphenicol,powder,forinjection1000mg,0.860800278,1.907736626,NA,0.147559739
974,CHN,ciprofloxacin,2,mg,0.638385591,0.010539981,NA,0
975,CHN,clindamycin,1,mlinjection150mg,NA,0.38997931,NA,1.275337745
976,CHN,cloxacillin,powder,forinjection500mg,0.655460361,NA,0.938058341,0.126479776
977,CHN,dactinomycin,powder,forinjection500mcg,NA,NA,NA,6.186969058
978,CHN,erythromycin,powder,forinjection500mg,NA,11.72045927,NA,NA
979,CHN,fluconazole,1,mlvial2mg,0.638069392,0.010539981,NA,0
980,CHN,gentamicin,2,mlvial20mg,NA,1.507217334,NA,0.042159925
981,CHN,gentamicin,2,mlvial80mg,NA,0.822118546,0.242419571,0.042159925
982,CHN,imipenem/cilastatin,powder,forinjection500mg/500mg,NA,3.478193849,3.288474184,12.50041789
983,CHN,imipenem/cilastatin,powder,forinjection250mg/250mg,NA,NA,1.644237092,8.958984156
984,CHN,kanamycin,powder,forinjection1g,NA,NA,NA,0.453219198
985,CHN,streptomycin,powder,forinjection1000mg,NA,NA,0.305659459,0.063239888
986,CHN,streptomycin,powder,forinjection1000mg,NA,NA,0.305659459,0.063239888
987,CHN,sulfamethoxazole/trimethoprim,5,mlampoule400mg+80mg,0.264311113,2.434735694,NA,NA
988,CHN,sulfamethoxazole/trimethoprim,10ml,ampoule800mg+160mg,0.273544136,4.869471388,NA,NA
989,CHN,vancomycin,powder,forinjection250mg,0.956787888,0.758878658,0.92751836,0.295119478
990,CHN,metronidazole,100ml,vial500mg,0.646311657,0.495379124,0.094859832,0.006492629
991,CIV,amikacin,powder,forinjection1000mg,NA,23.84275616,0.550294414,0.270144531
992,CIV,amikacin,powder,forinjection100mg,NA,2.38127401,0.330176648,0.050026765
993,CIV,amikacin,powder,forinjection500mg,NA,11.92638075,0.280149883,0.140074942
994,CIV,ampicillin,powder,forinjection1000mg,0.644494812,20.37089867,1.210647711,0.130069589
995,CIV,ampicillin,powder,forinjection500mg,0.624904331,10.18544934,0.610326532,0.060032118
996,CIV,cefazolin,powder,forinjection1000mg,0.807572061,NA,0.530283708,0.260139178
997,CIV,cefotaxime,powder,forinjection250mg,0.641733335,1.310701241,0.150080295,0.060032118
998,CIV,ceftazidime,powder,forinjection1000mg,1.179260919,0.990529945,1.770947478,0.360192707
999,CIV,ceftazidime,powder,forinjection250mg,0.748810623,1.770947478,0.440235531,0.360192707
1000,CIV,ceftriaxone,powder,forinjection1000mg,0.858819479,0.640342591,0.440235531,0.150080295
1001,CIV,ceftriaxone,powder,forinjection250mg,0.668697761,1.430765476,0.270144531,0.080042824
1002,CIV,chloramphenicol,2,mlampoule1000mg,0.453942865,NA,NA,0.140074942
1003,CIV,chloramphenicol,powder,forinjection1000mg,0.817137178,1.81096889,NA,0.140074942
1004,CIV,ciprofloxacin,2,mg,0.606004219,0.010005353,NA,0
1005,CIV,clindamycin,1,mlinjection150mg,NA,0.37019806,NA,1.210647711
1006,CIV,cloxacillin,powder,forinjection500mg,0.622212891,NA,0.890476415,0.120064236
1007,CIV,dactinomycin,powder,forinjection500mcg,NA,NA,NA,5.8731422
1008,CIV,erythromycin,powder,forinjection500mg,NA,11.12595252,NA,NA
1009,CIV,fluconazole,1,mlvial2mg,0.605704059,0.010005353,NA,0
1010,CIV,gentamicin,2,mlvial20mg,NA,1.430765476,NA,0.040021412
1011,CIV,gentamicin,2,mlvial80mg,NA,0.780417533,0.230123119,0.040021412
1012,CIV,imipenem/cilastatin,powder,forinjection500mg/500mg,NA,3.301766484,3.12167013,11.86634864
1013,CIV,imipenem/cilastatin,powder,forinjection250mg/250mg,NA,NA,1.560835065,8.504550035
1014,CIV,kanamycin,powder,forinjection1g,NA,NA,NA,0.430230178
1015,CIV,streptomycin,powder,forinjection1000mg,NA,NA,0.290155236,0.060032118
1016,CIV,streptomycin,powder,forinjection1000mg,NA,NA,0.290155236,0.060032118
1017,CIV,sulfamethoxazole/trimethoprim,5,mlampoule400mg+80mg,0.250904237,2.311236539,NA,NA
1018,CIV,sulfamethoxazole/trimethoprim,10ml,ampoule800mg+160mg,0.259668926,4.622473078,NA,NA
1019,CIV,vancomycin,powder,forinjection250mg,0.908255928,0.720385415,0.880471062,0.280149883
1020,CIV,metronidazole,100ml,vial500mg,0.613528245,0.47025159,0.090048177,0.006163297
1021,CMR,amikacin,powder,forinjection1000mg,NA,25.24459092,0.582648972,0.286027677
1022,CMR,amikacin,powder,forinjection100mg,NA,2.521281007,0.349589383,0.052968088
1023,CMR,amikacin,powder,forinjection500mg,NA,12.62759227,0.296621295,0.148310647
1024,CMR,ampicillin,powder,forinjection1000mg,0.682387883,21.56860559,1.281827739,0.13771703
1025,CMR,ampicillin,powder,forinjection500mg,0.661645579,10.78430279,0.646210678,0.063561706
1026,CMR,cefazolin,powder,forinjection1000mg,0.855053257,NA,0.561461737,0.27543406
1027,CMR,cefotaxime,powder,forinjection250mg,0.679464044,1.387763916,0.158904265,0.063561706
1028,CMR,ceftazidime,powder,forinjection1000mg,1.24859556,1.04876815,1.875070329,0.381370236
1029,CMR,ceftazidime,powder,forinjection250mg,0.792836941,1.875070329,0.466119178,0.381370236
1030,CMR,ceftriaxone,powder,forinjection1000mg,0.909313767,0.677991531,0.466119178,0.158904265
1031,CMR,ceftriaxone,powder,forinjection250mg,0.708013844,1.514887328,0.286027677,0.084748941
1032,CMR,chloramphenicol,2,mlampoule1000mg,0.480632434,NA,NA,0.148310647
1033,CMR,chloramphenicol,powder,forinjection1000mg,0.865180756,1.917444799,NA,0.148310647
1034,CMR,ciprofloxacin,2,mg,0.641634235,0.010593618,NA,0
1035,CMR,clindamycin,1,mlinjection150mg,NA,0.391963854,NA,1.281827739
1036,CMR,cloxacillin,powder,forinjection500mg,0.658795896,NA,0.942831973,0.127123412
1037,CMR,dactinomycin,powder,forinjection500mcg,NA,NA,NA,6.218453576
