"","syndrome","gram.stain","class","bacteria","bacteria.code","Country (ISO3 Code)","AMR_or_DRI","WHO-CHOICE Region","World Bank Geographical Region","World Health Organization Region","World Bank Income Status","Regional Level of MA for LOS","Number of Studies in MA for LOS","Mean Cost - from Excess LOS","Low 95% UI Bound - from Excess LOS","High 95% UI Bound - from Excess LOS","Regional Level of MA for Extracted Costs","Number of Studies in MA for Extracted Costs","Mean Cost - from Extracted Costs","Low 95% UI Bound - from Exctraced Costs","High 95% UI Bound - from Extraced Costs","Mean Cost - Across Both","Low 95% UI Bound - Across Both","High 95% UI Bound - Across Both","adj.factor","Scenario 2 Mean Cost"
"6323","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","EGY","AMR","EMRO D","Middle East & North Africa","EMRO","Lower middle income","income",1,83,33,184,"income",1,118,-115,339,100,-69,304,2.68623198395786,305.957254668502
"6326","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","THA","AMR","SEARO B","East Asia & Pacific","SEARO","Upper middle income","whoc",2,398,134,866,"whoc",2,1146,-513,2799,772,-251,2550,2.69094837960021,1468.99745508088
"6330","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","CAN","AMR","AMRO A","North America","PAHO","High income","whoc",4,7335,2218,17165,"whoc",2,27016,-13323,68978,17175,-7087,63483,1.87079156449068,21057.2561255391
"6331","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","GHA","AMR","AFRO D","Sub-Saharan Africa","AFRO","Lower middle income","whoc",1,30,12,63,"whoc",1,117,-103,340,73,-64,306,2.68623198395786,110.586959518736
"6333","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","COK","AMR","WPRO B",NA,"WPRO",NA,"global",13,1444,410,3606,"global",6,144,-88,364,794,-44,3124,NA,NA
"6334","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","GNQ","AMR","AFRO D","Sub-Saharan Africa","AFRO","Upper middle income","whoc",1,822,329,1764,"whoc",1,112,-116,343,467,-78,1549,2.69094837960021,3033.95956803137
"6339","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","CAF","AMR","AFRO E","Sub-Saharan Africa","AFRO","Low income","wbregion",1,16,6,35,"wbregion",1,115,-113,328,66,-75,293,2.68623198395786,58.9797117433258
"6342","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","DZA","AMR","AFRO D","Middle East & North Africa","AFRO","Upper middle income","whoc",1,455,168,1032,"whoc",1,112,-126,334,284,-89,874,2.69094837960021,1679.3815127181
"6343","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","IRN","AMR","EMRO E","Middle East & North Africa","EMRO","Upper middle income","income",6,2371,785,5339,"income",3,1254,-129,2644,1813,50,4520,2.69094837960021,8751.2386080321
"6345","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","KIR","AMR","WPRO B","East Asia & Pacific","WPRO","Lower middle income","income",1,71,28,158,"income",1,114,-104,339,92,-74,310,2.68623198395786,261.722470861008
"6348","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","LAO","AMR","WPRO B","East Asia & Pacific","WPRO","Lower middle income","income",1,41,14,90,"income",1,114,-115,346,77,-68,308,2.68623198395786,151.135511342272
"6349","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","PLW","AMR","WPRO B","East Asia & Pacific","WPRO","High income","income",6,4371,1345,9824,"income",2,26367,-13755,69174,15369,-9139,62063,1.87079156449068,12548.2299283888
"6351","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","DOM","AMR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","whoc",4,635,179,1526,"whoc",1,1586,-1475,4798,1110,-1022,4200,2.69094837960021,2343.75222104613
"6353","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","NOR","AMR","EURO A","Europe & Central Asia","EURO","High income","income",6,19700,5924,45985,"income",2,26443,-14840,67158,23071,-8223,59917,1.87079156449068,56554.5938204664
"6354","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","ERI","AMR","AFRO E","Sub-Saharan Africa","AFRO","Low income","wbregion",1,16,6,36,"wbregion",1,117,-99,334,66,-65,307,2.68623198395786,58.9797117433258
"6357","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","FIN","AMR","EURO A","Europe & Central Asia","EURO","High income","income",6,10802,3456,25255,"income",2,25705,-17890,66405,18254,-10371,60801,1.87079156449068,31010.2904796283
"6359","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","DNK","AMR","EURO A","Europe & Central Asia","EURO","High income","income",6,13520,4058,31968,"income",2,26250,-16218,67780,19885,-8885,60155,1.87079156449068,38813.101951914
"6362","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","GIN","AMR","AFRO D","Sub-Saharan Africa","AFRO","Low income","whoc",1,15,6,31,"whoc",1,110,-108,331,62,-75,296,2.68623198395786,55.2934797593679
"6364","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","JOR","AMR","EMRO E","Middle East & North Africa","EMRO","Upper middle income","income",6,325,118,747,"income",3,1244,-210,2645,785,46,2389,2.69094837960021,1199.55822337007
"6365","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","GRC","AMR","EURO A","Europe & Central Asia","EURO","High income","income",6,5477,1666,12665,"income",2,25591,-14455,67322,15534,-9282,60896,1.87079156449068,15723.3253987155
"6366","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","ETH","AMR","AFRO E","Sub-Saharan Africa","AFRO","Low income","wbregion",1,15,5,32,"wbregion",1,111,-114,332,63,-71,293,2.68623198395786,55.2934797593679
"6367","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","KOR","AMR","WPRO B","East Asia & Pacific","WPRO","High income","income",6,5732,1685,13271,"income",2,27504,-13650,67668,16618,-8383,62336,1.87079156449068,16455.3772476606
"6370","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","LBR","AMR","AFRO D","Sub-Saharan Africa","AFRO","Low income","whoc",1,0,0,0,"whoc",1,112,-117,335,56,-79,299,2.68623198395786,0
"6373","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","ECU","AMR","AMRO D","Latin America & Caribbean","PAHO","Upper middle income","income",6,646,242,1398,"income",3,1183,-213,2594,915,-14,2352,2.69094837960021,2384.35265322174
"6374","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","IRQ","AMR","EMRO D","Middle East & North Africa","EMRO","Upper middle income","income",6,146,54,309,"income",3,1230,-134,2574,688,42,2380,2.69094837960021,538.878463421631
"6376","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","KNA","AMR","AMRO B","Latin America & Caribbean","PAHO","High income","whoc",4,2223,692,5056,"whoc",1,1603,-1498,4467,1913,-1002,4770,1.87079156449068,6381.76964786278
"6379","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","LBN","AMR","EMRO E","Middle East & North Africa","EMRO","Upper middle income","income",6,1204,461,2700,"income",3,1181,-223,2617,1193,13,2653,2.69094837960021,4443.90184903865
"6380","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","PNG","AMR","WPRO B","East Asia & Pacific","WPRO","Lower middle income","income",1,76,28,170,"income",1,112,-115,341,94,-80,301,2.68623198395786,280.153630780797
"6381","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","TUR","AMR","EURO B","Europe & Central Asia","EURO","Upper middle income","income",6,780,254,1818,"income",3,1232,-139,2737,1006,41,2453,2.69094837960021,2878.93973608816
"6385","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","ESP","AMR","EURO A","Europe & Central Asia","EURO","High income","income",6,6533,2039,15054,"income",2,26883,-14069,69910,16708,-9494,63103,1.87079156449068,18754.8812908176
"6388","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","FJI","AMR","WPRO B","East Asia & Pacific","WPRO","Upper middle income","income",6,286,112,603,"income",3,1218,-236,2692,752,9,2515,2.69094837960021,1055.61123656566
"6390","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","TUN","AMR","EMRO E","Middle East & North Africa","EMRO","Lower middle income","income",1,144,54,307,"income",1,114,-94,350,129,-67,330,2.68623198395786,530.817405689932
"6393","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","GMB","AMR","AFRO D","Sub-Saharan Africa","AFRO","Low income","whoc",1,24,9,49,"whoc",1,113,-104,335,69,-78,303,2.68623198395786,88.4695676149886
"6396","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","GRD","AMR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","whoc",4,1170,339,2643,"whoc",1,1545,-1595,4564,1358,-1061,4119,2.69094837960021,4318.40960413225
"6399","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","HRV","AMR","EURO A","Europe & Central Asia","EURO","High income","income",6,2726,847,6340,"income",2,26418,-16075,67504,14572,-7064,61640,1.87079156449068,7825.77780480159
"6401","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","CHE","AMR","EURO A","Europe & Central Asia","EURO","High income","income",6,19103,5959,44319,"income",2,26289,-16716,68805,22696,-8973,62861,1.87079156449068,54840.7312564655
"6405","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","ISL","AMR","EURO A","Europe & Central Asia","EURO","High income","income",6,12871,4027,31510,"income",2,27164,-10894,69588,20018,-6685,62078,1.87079156449068,36949.9582265595
"6410","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","FSM","AMR","WPRO B","East Asia & Pacific","WPRO","Lower middle income","income",1,172,67,370,"income",1,112,-115,344,142,-78,361,2.68623198395786,634.031901240752
"6411","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","POL","AMR","EURO B","Europe & Central Asia","EURO","High income","income",6,2489,795,5787,"income",2,26450,-16889,69939,14470,-10331,63392,1.87079156449068,7145.4002040173
"6412","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","TUV","AMR","WPRO B","East Asia & Pacific","WPRO","Upper middle income","income",6,296,109,692,"income",3,1209,-325,2668,753,-40,2408,2.69094837960021,1092.52072036166
"6416","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","EST","AMR","EURO C","Europe & Central Asia","EURO","High income","income",6,3538,1227,7823,"income",2,27350,-16103,69241,15444,-9800,63784,1.87079156449068,10156.860555168
"6418","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","MDV","AMR","SEARO D","South Asia","SEARO","Upper middle income","income",6,688,248,1458,"income",3,1237,-208,2596,963,14,2435,2.69094837960021,2539.37248516494
"6422","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","BDI","AMR","AFRO E","Sub-Saharan Africa","AFRO","Low income","wbregion",1,7,3,15,"wbregion",1,110,-98,333,58,-67,288,2.68623198395786,25.803623887705
"6423","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","CHN","AMR","WPRO B","East Asia & Pacific","WPRO","Upper middle income","income",6,508,194,1078,"income",3,1207,-307,2605,858,-42,2424,2.69094837960021,1875.00177683691
"6424","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","ARG","AMR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","whoc",4,1404,413,3389,"whoc",1,1581,-1554,4740,1492,-1043,4309,2.69094837960021,5182.0915249587
"6425","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","ALB","AMR","EURO B","Europe & Central Asia","EURO","Upper middle income","income",6,438,172,929,"income",3,1233,-204,2745,836,48,2450,2.69094837960021,1616.63539026489
"6427","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","GTM","AMR","AMRO D","Latin America & Caribbean","PAHO","Upper middle income","income",6,300,117,636,"income",3,1244,-278,2720,772,9,2498,2.69094837960021,1107.28451388006
"6432","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","CHL","AMR","AMRO B","Latin America & Caribbean","PAHO","High income","whoc",4,2040,579,4639,"whoc",1,1592,-1456,4927,1816,-990,4858,1.87079156449068,5856.41479156099
"6436","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","ISR","AMR","EURO A","Middle East & North Africa","EURO","High income","income",6,8649,2741,21363,"income",2,26430,-17346,67479,17540,-8888,62413,1.87079156449068,24829.4762412799
"6441","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","CIV","AMR","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","income",1,47,17,105,"income",1,111,-105,347,79,-72,302,2.68623198395786,173.252903246019
"6443","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","TZA","AMR","AFRO E","Sub-Saharan Africa","AFRO","Low income","wbregion",1,20,8,42,"wbregion",1,112,-103,323,66,-72,297,2.68623198395786,73.7246396791572
"6447","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","ARE","AMR","EMRO E","Middle East & North Africa","EMRO","High income","income",6,6099,1842,14061,"income",2,26503,-14106,68414,16301,-6276,59681,1.87079156449068,17508.9577518287
"6449","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","AUS","AMR","WPRO A","East Asia & Pacific","WPRO","High income","income",6,13995,4434,33589,"income",2,25893,-11938,67275,19944,-5852,60246,1.87079156449068,40176.7279450471
"6452","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","IDN","AMR","SEARO B","East Asia & Pacific","SEARO","Lower middle income","whoc",2,122,43,278,"whoc",2,1091,-546,2750,606,-209,2494,2.68623198395786,449.720302042859
"6454","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","ITA","AMR","EURO A","Europe & Central Asia","EURO","High income","income",6,7846,2375,18496,"income",2,25676,-17965,65651,16761,-10485,60182,1.87079156449068,22524.2306149939
"6455","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","ARM","AMR","EURO B","Europe & Central Asia","EURO","Upper middle income","income",6,264,94,587,"income",3,1250,-218,2638,757,56,2362,2.69094837960021,974.410372214455
"6456","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","AND","AMR","EURO A","Europe & Central Asia","EURO","High income","income",6,13582,4201,33116,"income",2,26113,-11688,65282,19847,-7253,60094,1.87079156449068,38991.0910289124
"6458","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","GUY","AMR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","whoc",4,204,57,452,"whoc",1,1661,-1372,4593,933,-983,4208,2.69094837960021,752.953469438443
"6461","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","HUN","AMR","EURO C","Europe & Central Asia","EURO","High income","income",6,2618,808,6317,"income",2,26243,-17515,69153,14431,-10950,61924,1.87079156449068,7515.7323158366
"6464","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","COD","AMR","AFRO E","Sub-Saharan Africa","AFRO","Low income","wbregion",1,7,3,14,"wbregion",1,109,-102,330,58,-70,298,2.68623198395786,25.803623887705
"6467","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","AUT","AMR","EURO A","Europe & Central Asia","EURO","High income","income",6,11238,3419,26224,"income",2,26238,-14243,65832,18738,-9759,61324,1.87079156449068,32261.9556017463
"6468","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","GAB","AMR","AFRO D","Sub-Saharan Africa","AFRO","Upper middle income","whoc",1,388,147,900,"whoc",1,110,-105,329,249,-72,748,2.69094837960021,1432.08797128488
"6471","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","AZE","AMR","EURO B","Europe & Central Asia","EURO","Upper middle income","income",6,378,135,849,"income",3,1274,-171,2685,826,72,2475,2.69094837960021,1395.17848748888
"6472","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","CMR","AMR","AFRO D","Sub-Saharan Africa","AFRO","Lower middle income","whoc",1,39,14,83,"whoc",1,109,-107,330,74,-72,297,2.68623198395786,143.763047374357
"6474","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","AGO","AMR","AFRO D","Sub-Saharan Africa","AFRO","Lower middle income","whoc",1,134,52,291,"whoc",1,113,-116,331,124,-73,313,2.68623198395786,493.955085850353
"6475","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","BFA","AMR","AFRO D","Sub-Saharan Africa","AFRO","Low income","whoc",1,18,6,36,"whoc",1,117,-119,337,68,-72,313,2.68623198395786,66.3521757112415
"6476","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","HND","AMR","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","whoc",4,257,75,624,"whoc",1,1567,-1550,4657,912,-1091,4037,2.68623198395786,947.36161987717
"6483","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","BEN","AMR","AFRO D","Sub-Saharan Africa","AFRO","Low income","whoc",1,23,9,50,"whoc",1,118,-106,337,70,-66,301,2.68623198395786,84.7833356310308
"6485","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","JAM","AMR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","whoc",4,644,195,1469,"whoc",1,1583,-1500,4840,1113,-926,4182,2.69094837960021,2376.97075646254
"6486","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","ATG","AMR","AMRO B","Latin America & Caribbean","PAHO","High income","whoc",4,2150,667,4845,"whoc",1,1543,-1658,4751,1846,-1092,4805,1.87079156449068,6172.20186365496
"6493","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","IND","AMR","SEARO D","South Asia","SEARO","Lower middle income","income",1,45,18,101,"income",1,115,-118,329,80,-83,290,2.68623198395786,165.880439278104
"6494","COL/INF","gn","3g cephalosporins","Pseudomonas aeruginosa","pae","GBR","AMR","EURO A","Europe & Central Asia","EURO","High income","income",6,9287,2913,22352,"income",2,25783,-18894,66607,17535,-10561,62637,1.87079156449068,26661.0412594249
"6500","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","TZA","AMR","AFRO E","Sub-Saharan Africa","AFRO","Low income","global",21,32,11,72,"global",10,14,-16,42,23,-10,64,2.68623198395786,117.959423486652
"6501","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","BWA","AMR","AFRO E","Sub-Saharan Africa","AFRO","Upper middle income","income",7,275,89,617,"income",4,3027,-137,6242,1651,84,5693,2.69094837960021,1015.01080439006
"6502","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","KWT","AMR","EMRO E","Middle East & North Africa","EMRO","High income","income",14,2384,804,5477,"income",6,14,-14,42,1199,-9,4823,1.87079156449068,6843.96708974578
"6503","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","EST","AMR","EURO C","Europe & Central Asia","EURO","High income","whoc",1,2887,556,6940,"income",6,14,-15,41,1451,-11,5864,1.87079156449068,8287.97524668459
"6504","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","BGR","AMR","EURO B","Europe & Central Asia","EURO","Upper middle income","whoc",3,514,128,1215,"income",4,2981,-233,6207,1748,73,5763,2.69094837960021,1897.14746711451
"6506","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","ISL","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,5236,-1693,16940,"income",6,14,-14,40,2625,-412,14028,1.87079156449068,15031.4646316732
"6507","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","BIH","AMR","EURO B","Europe & Central Asia","EURO","Upper middle income","whoc",3,273,69,648,"income",4,2933,-183,5952,1603,55,5539,2.69094837960021,1007.62890763086
"6508","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","ITA","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,3218,-677,10054,"income",6,14,-13,42,1616,-182,8255,1.87079156449068,9238.20725453101
"6509","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","CAF","AMR","AFRO E","Sub-Saharan Africa","AFRO","Low income","global",21,26,9,62,"global",10,14,-15,42,20,-9,54,2.68623198395786,95.8420315829044
"6510","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","BHS","AMR","AMRO B","Latin America & Caribbean","PAHO","High income","whoc",1,1564,-1143,5741,"whoc",1,2281,-2245,6401,1923,-1828,6253,1.87079156449068,4489.91800686342
"6511","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","ESP","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,2470,-743,8408,"income",6,14,-14,42,1242,-271,7068,1.87079156449068,7090.85516429198
"6515","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","FIN","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,4096,-1083,12267,"income",6,14,-15,42,2055,-412,10590,1.87079156449068,11758.7622481538
"6516","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","ISR","AMR","EURO A","Middle East & North Africa","EURO","High income","whoc",1,3386,-1257,11226,"income",6,15,-13,43,1701,-656,9071,1.87079156449068,9720.50023736544
"6519","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","BHR","AMR","EMRO E","Middle East & North Africa","EMRO","High income","income",14,1122,353,2625,"income",6,14,-14,42,568,-9,2317,1.87079156449068,3221.02813535854
"6520","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","VEN","AMR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","whoc",1,564,-398,1927,"whoc",1,2342,-2105,6829,1453,-1428,6237,2.69094837960021,2081.69488609452
"6521","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","EGY","AMR","EMRO D","Middle East & North Africa","EMRO","Lower middle income","global",21,132,47,314,"global",10,14,-14,41,73,-10,261,2.68623198395786,486.582621882437
"6522","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","ARE","AMR","EMRO E","Middle East & North Africa","EMRO","High income","income",14,3024,890,7159,"income",6,14,-14,42,1519,-10,6109,1.87079156449068,8681.27369101982
"6523","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","BLZ","AMR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","whoc",1,170,-148,611,"whoc",1,2325,-1915,6818,1247,-1202,6102,2.69094837960021,627.461224532036
"6524","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","ERI","AMR","AFRO E","Sub-Saharan Africa","AFRO","Low income","global",21,26,9,59,"global",10,15,-13,40,20,-9,51,2.68623198395786,95.8420315829044
"6525","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","ETH","AMR","AFRO E","Sub-Saharan Africa","AFRO","Low income","global",21,23,8,55,"global",10,14,-13,42,19,-9,48,2.68623198395786,84.7833356310308
"6526","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","ARG","AMR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","whoc",1,405,-211,1358,"whoc",1,2236,-2410,6644,1320,-1555,6131,2.69094837960021,1494.83409373809
"6527","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","CAN","AMR","AMRO A","North America","PAHO","High income","whoc",10,4912,1339,11481,"whoc",6,14,-14,43,2463,-10,9990,1.87079156449068,14101.3281647782
"6531","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","USA","AMR","AMRO A","North America","PAHO","High income","whoc",10,6669,1795,16004,"whoc",6,14,-13,42,4173,-7,14480,1.87079156449068,19145.3089435883
"6532","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","BLR","AMR","EURO C","Europe & Central Asia","EURO","Upper middle income","whoc",1,947,187,2539,"income",4,2911,-51,5910,1929,113,5453,2.69094837960021,3495.3281154814
"6533","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","DNK","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,5296,-1862,17342,"income",6,15,-13,42,2656,-811,13882,1.87079156449068,15203.7121255426
"6534","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","VNM","AMR","WPRO B","East Asia & Pacific","WPRO","Lower middle income","whoc",4,68,1,200,"whoc",3,3666,-924,8182,1867,-217,7379,2.68623198395786,250.663774909134
"6535","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","JAM","AMR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","whoc",1,187,-125,663,"whoc",1,2274,-2143,6795,1230,-1461,6035,2.69094837960021,690.207346985239
"6538","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","FRA","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,3545,-1204,10724,"income",6,14,-11,41,1780,-418,9356,1.87079156449068,10176.9560961195
"6540","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","CHN","AMR","WPRO B","East Asia & Pacific","WPRO","Upper middle income","whoc",4,265,-5,748,"whoc",3,3551,-950,8118,1908,-196,7367,2.69094837960021,978.101320594056
"6541","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","IRN","AMR","EMRO E","Middle East & North Africa","EMRO","Upper middle income","income",7,741,214,1732,"income",4,2956,-379,6132,1849,177,5692,2.69094837960021,2734.99274928376
"6543","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","ALB","AMR","EURO B","Europe & Central Asia","EURO","Upper middle income","whoc",3,256,70,577,"income",4,2936,-413,6064,1596,30,5557,2.69094837960021,944.882785177654
"6544","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","ARM","AMR","EURO B","Europe & Central Asia","EURO","Upper middle income","whoc",3,149,36,347,"income",4,2819,-602,6026,1484,8,5445,2.69094837960021,549.951308560431
"6547","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","FJI","AMR","WPRO B","East Asia & Pacific","WPRO","Upper middle income","whoc",4,150,-2,397,"whoc",3,3590,-1112,8282,1870,-504,7455,2.69094837960021,553.642256940032
"6549","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","CHL","AMR","AMRO B","Latin America & Caribbean","PAHO","High income","whoc",1,556,-499,1857,"whoc",1,2272,-1839,7090,1414,-1290,6381,1.87079156449068,1596.16010985682
"6550","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","IRL","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,4686,-1444,13944,"income",6,14,-13,40,2350,-468,11889,1.87079156449068,13452.5292712033
"6551","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","GBR","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,3538,-1151,11454,"income",6,14,-13,40,1776,-478,9584,1.87079156449068,10156.860555168
"6553","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","VCT","AMR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","whoc",1,294,-191,925,"whoc",1,2269,-2382,6794,1281,-1582,6096,2.69094837960021,1085.13882360246
"6554","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","BOL","AMR","AMRO D","Latin America & Caribbean","PAHO","Lower middle income","wbregion",1,85,-53,307,"wbregion",1,2345,-1983,6625,1215,-1321,5818,2.68623198395786,313.329718636418
"6556","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","WSM","AMR","WPRO B","East Asia & Pacific","WPRO","Upper middle income","whoc",4,167,-5,500,"whoc",3,3701,-1218,8146,1934,-491,7513,2.69094837960021,616.388379393235
"6558","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","CHE","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,7473,-2103,22043,"income",6,14,-14,40,3744,-668,18580,1.87079156449068,21453.4253614389
