,Country (ISO3 Code),WHO-CHOICE Region,World Bank Geographical Region,World Health Organization Region,World Bank Income Status,Gram stain,Antibiotic Class,Syndrome,Regional Level of MA for LOS,Number of Studies in MA for LOS,Mean Cost - from Excess LOS,Low 95% UI Bound - from Excess LOS,High 95% UI Bound - from Excess LOS,Regional Level of MA for Extracted Costs,Number of Studies in MA for Extracted Costs,Mean Cost - from Extracted Costs,Low 95% UI Bound - from Exctraced Costs,High 95% UI Bound - from Extraced Costs,Mean Cost - Across Both,Low 95% UI Bound - Across Both,High 95% UI Bound - Across Both
335,BRN,WPRO A,East Asia & Pacific,WPRO,High income,gn,carbapenems,RTI,wbregion,1,6957,-25333,45026,wbregion,1,4899,-4762,15032,5928,-18881,36054
336,BRN,WPRO A,East Asia & Pacific,WPRO,High income,gp,penicillins,SSI,income,3,6494,2265,14837,income,2,84738,-23482,200321,45616,-10331,181979
337,BRN,WPRO A,East Asia & Pacific,WPRO,High income,gp,penicillins,SSTI,income,1,6965,1485,17785,NA,NA,NA,NA,NA,6965,1485,17785
338,BRN,WPRO A,East Asia & Pacific,WPRO,High income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,income,1,10383,-9117,29757,10383,-9117,29757
339,BTN,SEARO D,South Asia,SEARO,Lower middle income,gn,3g cephalosporins,BSI,global,3,594,230,1288,global,2,594,-519,1693,594,-334,1559
340,BTN,SEARO D,South Asia,SEARO,Lower middle income,gn,carbapenems,BSI,global,4,766,166,1973,NA,NA,NA,NA,NA,766,166,1973
341,BTN,SEARO D,South Asia,SEARO,Lower middle income,gp,glycopeptides,BSI,global,3,1047,316,2442,global,2,24077,-14665,63612,12562,-7355,55863
342,BTN,SEARO D,South Asia,SEARO,Lower middle income,gp,penicillins,BSI,global,5,881,327,1926,global,3,1000,-792,2765,941,-437,2525
343,BTN,SEARO D,South Asia,SEARO,Lower middle income,gn,3g cephalosporins,COL/INF,income,1,591,229,1264,global,2,1694,-778,4224,1143,-362,3875
344,BTN,SEARO D,South Asia,SEARO,Lower middle income,gn,carbapenems,COL/INF,global,9,751,274,1618,NA,NA,NA,NA,NA,751,274,1618
345,BTN,SEARO D,South Asia,SEARO,Lower middle income,gp,glycopeptides,COL/INF,global,3,804,30,2237,global,5,13099,-1485,26708,6951,-133,24599
346,BTN,SEARO D,South Asia,SEARO,Lower middle income,gp,penicillins,COL/INF,global,7,1227,471,2754,global,4,33513,-2865,69070,17370,443,63175
347,BTN,SEARO D,South Asia,SEARO,Lower middle income,gp,glycopeptides,IAI,global,1,194,1,531,global,1,35288,-31617,98486,17741,-22209,88374
348,BTN,SEARO D,South Asia,SEARO,Lower middle income,gn,carbapenems,RTI,global,1,1761,-5010,10101,global,1,4877,-5102,15226,3319,-5102,13504
349,BTN,SEARO D,South Asia,SEARO,Lower middle income,gp,penicillins,SSI,global,3,1309,484,2953,global,2,80973,-34829,197787,41141,-16773,179271
350,BTN,SEARO D,South Asia,SEARO,Lower middle income,gp,penicillins,SSTI,global,1,1399,291,3410,NA,NA,NA,NA,NA,1399,291,3410
351,BTN,SEARO D,South Asia,SEARO,Lower middle income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,global,1,10001,-8744,28559,10001,-8744,28559
352,BWA,AFRO E,Sub-Saharan Africa,AFRO,Upper middle income,gn,3g cephalosporins,BSI,income,2,716,264,1494,income,2,595,-500,1670,656,-246,1621
353,BWA,AFRO E,Sub-Saharan Africa,AFRO,Upper middle income,gn,carbapenems,BSI,income,1,2986,223,8620,NA,NA,NA,NA,NA,2986,223,8620
354,BWA,AFRO E,Sub-Saharan Africa,AFRO,Upper middle income,gp,glycopeptides,BSI,global,3,1279,397,2869,global,2,24396,-15514,63283,12838,-10116,56539
355,BWA,AFRO E,Sub-Saharan Africa,AFRO,Upper middle income,gp,penicillins,BSI,income,2,1012,370,2161,income,2,944,-709,2723,978,-464,2450
356,BWA,AFRO E,Sub-Saharan Africa,AFRO,Upper middle income,gn,3g cephalosporins,COL/INF,whoc,1,2775,965,5971,income,2,1734,-878,4267,2255,-376,5201
357,BWA,AFRO E,Sub-Saharan Africa,AFRO,Upper middle income,gn,carbapenems,COL/INF,income,1,606,221,1240,NA,NA,NA,NA,NA,606,221,1240
358,BWA,AFRO E,Sub-Saharan Africa,AFRO,Upper middle income,gp,glycopeptides,COL/INF,global,3,926,4,2495,global,5,13349,-671,27707,7137,-25,25518
359,BWA,AFRO E,Sub-Saharan Africa,AFRO,Upper middle income,gp,penicillins,COL/INF,global,7,1482,541,3039,global,4,32256,-2258,69228,16869,483,62413
360,BWA,AFRO E,Sub-Saharan Africa,AFRO,Upper middle income,gp,glycopeptides,IAI,global,1,228,-12,661,global,1,31897,-34524,100519,16063,-23561,86386
361,BWA,AFRO E,Sub-Saharan Africa,AFRO,Upper middle income,gn,carbapenems,RTI,income,1,1892,-6173,12407,income,1,5160,-4528,14503,3526,-5140,13775
362,BWA,AFRO E,Sub-Saharan Africa,AFRO,Upper middle income,gp,penicillins,SSI,global,3,1578,531,3346,global,2,81631,-32360,193624,41605,-17360,174144
363,BWA,AFRO E,Sub-Saharan Africa,AFRO,Upper middle income,gp,penicillins,SSTI,global,1,1671,348,4047,NA,NA,NA,NA,NA,1671,348,4047
364,BWA,AFRO E,Sub-Saharan Africa,AFRO,Upper middle income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,global,1,9865,-9950,29017,9865,-9950,29017
365,CAF,AFRO E,Sub-Saharan Africa,AFRO,Low income,gn,3g cephalosporins,BSI,global,3,32,12,72,global,2,591,-526,1737,311,-330,1507
366,CAF,AFRO E,Sub-Saharan Africa,AFRO,Low income,gn,carbapenems,BSI,global,4,41,11,105,NA,NA,NA,NA,NA,41,11,105
367,CAF,AFRO E,Sub-Saharan Africa,AFRO,Low income,gp,glycopeptides,BSI,global,3,57,18,140,global,2,23650,-13836,63050,11854,-8926,56423
368,CAF,AFRO E,Sub-Saharan Africa,AFRO,Low income,gp,penicillins,BSI,global,5,48,18,106,global,3,1017,-668,2727,533,-394,2426
369,CAF,AFRO E,Sub-Saharan Africa,AFRO,Low income,gn,3g cephalosporins,COL/INF,whoc,1,124,46,281,global,2,1757,-813,4260,941,-386,3860
370,CAF,AFRO E,Sub-Saharan Africa,AFRO,Low income,gn,carbapenems,COL/INF,global,9,40,14,90,NA,NA,NA,NA,NA,40,14,90
371,CAF,AFRO E,Sub-Saharan Africa,AFRO,Low income,gp,glycopeptides,COL/INF,global,3,42,1,121,global,5,12664,-1796,27150,6353,-6,24652
372,CAF,AFRO E,Sub-Saharan Africa,AFRO,Low income,gp,penicillins,COL/INF,global,7,66,24,147,global,4,33893,126,66834,16979,24,62431
373,CAF,AFRO E,Sub-Saharan Africa,AFRO,Low income,gp,glycopeptides,IAI,global,1,11,-1,34,global,1,32210,-33431,97039,16111,-23336,88029
374,CAF,AFRO E,Sub-Saharan Africa,AFRO,Low income,gn,carbapenems,RTI,global,1,87,-278,529,global,1,5090,-4134,14613,2588,-2485,12926
375,CAF,AFRO E,Sub-Saharan Africa,AFRO,Low income,gp,penicillins,SSI,global,3,70,25,161,global,2,82970,-34866,187631,41520,-15132,176031
376,CAF,AFRO E,Sub-Saharan Africa,AFRO,Low income,gp,penicillins,SSTI,global,1,77,20,193,NA,NA,NA,NA,NA,77,20,193
377,CAF,AFRO E,Sub-Saharan Africa,AFRO,Low income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,global,1,9802,-9847,30439,9802,-9847,30439
378,CAN,AMRO A,North America,PAHO,High income,gn,3g cephalosporins,BSI,income,3,5468,2020,11406,income,2,596,-480,1662,3032,-316,10234
379,CAN,AMRO A,North America,PAHO,High income,gn,carbapenems,BSI,income,3,6365,1449,15031,NA,NA,NA,NA,NA,6365,1449,15031
380,CAN,AMRO A,North America,PAHO,High income,gp,glycopeptides,BSI,whoc,3,9693,2978,21323,whoc,2,23143,-14678,61091,16418,-9229,55404
381,CAN,AMRO A,North America,PAHO,High income,gp,penicillins,BSI,income,5,8162,3073,17128,income,3,969,-760,2736,4565,-357,15348
382,CAN,AMRO A,North America,PAHO,High income,gn,3g cephalosporins,COL/INF,income,1,761,-2372,4241,global,2,1801,-832,4292,1281,-1728,4253
383,CAN,AMRO A,North America,PAHO,High income,gn,carbapenems,COL/INF,whoc,3,14234,1472,40470,NA,NA,NA,NA,NA,14234,1472,40470
384,CAN,AMRO A,North America,PAHO,High income,gp,glycopeptides,COL/INF,whoc,3,7413,278,19715,whoc,5,13231,-1489,26904,10322,-561,25280
385,CAN,AMRO A,North America,PAHO,High income,gp,penicillins,COL/INF,whoc,4,13401,5033,28907,whoc,4,32349,-337,67191,22875,3699,61470
386,CAN,AMRO A,North America,PAHO,High income,gp,glycopeptides,IAI,whoc,1,1800,-15,5260,whoc,1,34717,-30690,104245,18258,-19387,90448
387,CAN,AMRO A,North America,PAHO,High income,gn,carbapenems,RTI,global,1,14714,-45663,87913,global,1,4990,-5162,14698,9852,-34608,73949
388,CAN,AMRO A,North America,PAHO,High income,gp,penicillins,SSI,whoc,2,13467,4812,30285,whoc,2,83038,-35733,197395,48252,-16021,176623
389,CAN,AMRO A,North America,PAHO,High income,gp,penicillins,SSTI,income,1,13050,3307,30864,NA,NA,NA,NA,NA,13050,3307,30864
390,CAN,AMRO A,North America,PAHO,High income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,whoc,1,9733,-10933,29151,9733,-10933,29151
391,CHE,EURO A,Europe & Central Asia,EURO,High income,gn,3g cephalosporins,BSI,whoc,1,11311,492,33598,income,2,592,-492,1684,5951,-390,26466
392,CHE,EURO A,Europe & Central Asia,EURO,High income,gn,carbapenems,BSI,whoc,2,12210,-2504,39810,NA,NA,NA,NA,NA,12210,-2504,39810
393,CHE,EURO A,Europe & Central Asia,EURO,High income,gp,glycopeptides,BSI,income,3,17134,5340,41460,income,2,23578,-13755,64253,20356,-8766,60095
394,CHE,EURO A,Europe & Central Asia,EURO,High income,gp,penicillins,BSI,whoc,2,23510,6275,58166,income,3,995,-789,2771,12253,-499,49845
395,CHE,EURO A,Europe & Central Asia,EURO,High income,gn,3g cephalosporins,COL/INF,whoc,1,1303,-4101,7269,global,2,1828,-637,4426,1566,-2742,6069
396,CHE,EURO A,Europe & Central Asia,EURO,High income,gn,carbapenems,COL/INF,whoc,5,9793,-8065,34623,NA,NA,NA,NA,NA,9793,-8065,34623
397,CHE,EURO A,Europe & Central Asia,EURO,High income,gp,glycopeptides,COL/INF,income,3,12726,305,35679,income,5,12999,-1702,27729,12862,-633,32023
398,CHE,EURO A,Europe & Central Asia,EURO,High income,gp,penicillins,COL/INF,whoc,2,11236,3458,26406,income,4,32192,-5571,67729,18221,2203,58126
399,CHE,EURO A,Europe & Central Asia,EURO,High income,gp,glycopeptides,IAI,income,1,3163,-185,9137,income,1,34652,-33229,101741,18908,-22977,91607
400,CHE,EURO A,Europe & Central Asia,EURO,High income,gn,carbapenems,RTI,global,1,26575,-64035,153193,global,1,4934,-4899,15097,15755,-49462,123572
401,CHE,EURO A,Europe & Central Asia,EURO,High income,gp,penicillins,SSI,whoc,1,13594,2304,34013,income,2,83113,-27306,198694,48354,-12044,182423
402,CHE,EURO A,Europe & Central Asia,EURO,High income,gp,penicillins,SSTI,whoc,1,22933,4735,58526,NA,NA,NA,NA,NA,22933,4735,58526
403,CHE,EURO A,Europe & Central Asia,EURO,High income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,income,1,10590,-8927,29849,10590,-8927,29849
404,CHL,AMRO B,Latin America & Caribbean,PAHO,High income,gn,3g cephalosporins,BSI,income,3,1478,560,3216,income,2,599,-424,1723,1039,-283,2627
405,CHL,AMRO B,Latin America & Caribbean,PAHO,High income,gn,carbapenems,BSI,income,3,1755,448,4260,NA,NA,NA,NA,NA,1755,448,4260
406,CHL,AMRO B,Latin America & Caribbean,PAHO,High income,gp,glycopeptides,BSI,income,3,2601,842,6000,income,2,24936,-12146,63177,13768,-6881,56733
407,CHL,AMRO B,Latin America & Caribbean,PAHO,High income,gp,penicillins,BSI,income,5,2210,813,4891,income,3,1008,-697,2778,1609,-372,3977
408,CHL,AMRO B,Latin America & Caribbean,PAHO,High income,gn,3g cephalosporins,COL/INF,income,1,216,-545,1163,global,2,1816,-644,4195,1016,-606,3826
409,CHL,AMRO B,Latin America & Caribbean,PAHO,High income,gn,carbapenems,COL/INF,income,8,2405,399,5823,NA,NA,NA,NA,NA,2405,399,5823
410,CHL,AMRO B,Latin America & Caribbean,PAHO,High income,gp,glycopeptides,COL/INF,income,3,1962,45,5346,income,5,13232,-662,27794,7597,-63,25006
411,CHL,AMRO B,Latin America & Caribbean,PAHO,High income,gp,penicillins,COL/INF,income,7,3052,1122,6491,income,4,31851,-3641,65565,17452,859,61269
412,CHL,AMRO B,Latin America & Caribbean,PAHO,High income,gp,glycopeptides,IAI,income,1,479,-4,1332,income,1,32636,-34159,106220,16558,-24484,91605
413,CHL,AMRO B,Latin America & Caribbean,PAHO,High income,gn,carbapenems,RTI,global,1,3900,-10573,20901,global,1,4860,-4529,14392,4380,-8604,18049
414,CHL,AMRO B,Latin America & Caribbean,PAHO,High income,gp,penicillins,SSI,income,3,3220,1135,7037,income,2,82703,-30576,198747,42962,-11405,179698
415,CHL,AMRO B,Latin America & Caribbean,PAHO,High income,gp,penicillins,SSTI,income,1,3565,812,9615,NA,NA,NA,NA,NA,3565,812,9615
416,CHL,AMRO B,Latin America & Caribbean,PAHO,High income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,income,1,10430,-8122,29970,10430,-8122,29970
417,CHN,WPRO B,East Asia & Pacific,WPRO,Upper middle income,gn,3g cephalosporins,BSI,income,2,419,159,841,income,2,606,-488,1765,512,-295,1539
418,CHN,WPRO B,East Asia & Pacific,WPRO,Upper middle income,gn,carbapenems,BSI,whoc,1,378,142,827,NA,NA,NA,NA,NA,378,142,827
419,CHN,WPRO B,East Asia & Pacific,WPRO,Upper middle income,gp,glycopeptides,BSI,global,3,738,258,1668,global,2,24005,-16530,59976,12372,-9813,53834
420,CHN,WPRO B,East Asia & Pacific,WPRO,Upper middle income,gp,penicillins,BSI,whoc,1,680,212,1540,whoc,1,11779,-11097,34946,6230,-7596,30989
421,CHN,WPRO B,East Asia & Pacific,WPRO,Upper middle income,gn,3g cephalosporins,COL/INF,income,3,948,95,2558,income,2,1835,-627,4381,1392,-306,3927
422,CHN,WPRO B,East Asia & Pacific,WPRO,Upper middle income,gn,carbapenems,COL/INF,income,1,353,135,713,NA,NA,NA,NA,NA,353,135,713
423,CHN,WPRO B,East Asia & Pacific,WPRO,Upper middle income,gp,glycopeptides,COL/INF,global,3,564,-4,1423,global,5,13622,-1113,27199,7093,-14,25723
424,CHN,WPRO B,East Asia & Pacific,WPRO,Upper middle income,gp,penicillins,COL/INF,wbregion,1,934,351,1894,global,4,32614,-3003,66865,16774,279,62457
425,CHN,WPRO B,East Asia & Pacific,WPRO,Upper middle income,gp,glycopeptides,IAI,global,1,133,-6,367,global,1,34607,-33886,102237,17370,-22598,90471
426,CHN,WPRO B,East Asia & Pacific,WPRO,Upper middle income,gn,carbapenems,RTI,income,1,1052,-3743,6990,income,1,5272,-4950,15500,3162,-4401,13919
427,CHN,WPRO B,East Asia & Pacific,WPRO,Upper middle income,gp,penicillins,SSI,global,3,923,325,2015,global,2,84183,-23830,204113,42553,-12877,181436
428,CHN,WPRO B,East Asia & Pacific,WPRO,Upper middle income,gp,penicillins,SSTI,global,1,1014,218,2395,NA,NA,NA,NA,NA,1014,218,2395
429,CHN,WPRO B,East Asia & Pacific,WPRO,Upper middle income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,global,1,9763,-10506,28764,9763,-10506,28764
430,CIV,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gn,3g cephalosporins,BSI,global,3,93,34,215,global,2,594,-491,1629,343,-315,1485
431,CIV,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gn,carbapenems,BSI,global,4,118,29,298,NA,NA,NA,NA,NA,118,29,298
432,CIV,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gp,glycopeptides,BSI,global,3,162,48,398,global,2,23223,-16074,64332,11692,-9258,56394
433,CIV,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gp,penicillins,BSI,global,5,139,50,308,global,3,1029,-761,2812,584,-471,2608
434,CIV,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gn,3g cephalosporins,COL/INF,whoc,1,359,125,819,global,2,1805,-676,4215,1082,-385,3878
435,CIV,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gn,carbapenems,COL/INF,global,9,116,39,258,NA,NA,NA,NA,NA,116,39,258
436,CIV,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gp,glycopeptides,COL/INF,global,3,121,-4,359,global,5,13639,219,27732,6880,-3,25665
437,CIV,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gp,penicillins,COL/INF,global,7,193,67,443,global,4,33035,-2217,68399,16614,63,62804
438,CIV,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gp,glycopeptides,IAI,global,1,31,-2,88,global,1,32050,-37186,99353,16041,-23324,89537
439,CIV,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gn,carbapenems,RTI,global,1,272,-740,1649,global,1,4831,-5041,14797,2551,-3539,13480
440,CIV,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gp,penicillins,SSI,global,3,205,68,485,global,2,80818,-33438,188364,40512,-22456,169959
441,CIV,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gp,penicillins,SSTI,global,1,219,45,576,NA,NA,NA,NA,NA,219,45,576
442,CIV,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,global,1,10136,-9079,31464,10136,-9079,31464
443,CMR,AFRO D,Sub-Saharan Africa,AFRO,Lower middle income,gn,3g cephalosporins,BSI,global,3,77,29,171,global,2,589,-478,1619,333,-303,1441
444,CMR,AFRO D,Sub-Saharan Africa,AFRO,Lower middle income,gn,carbapenems,BSI,global,4,100,22,257,NA,NA,NA,NA,NA,100,22,257
445,CMR,AFRO D,Sub-Saharan Africa,AFRO,Lower middle income,gp,glycopeptides,BSI,global,3,133,37,305,global,2,23730,-14348,62392,11932,-7103,56354
446,CMR,AFRO D,Sub-Saharan Africa,AFRO,Lower middle income,gp,penicillins,BSI,global,5,114,43,248,global,3,991,-724,2867,553,-422,2432
447,CMR,AFRO D,Sub-Saharan Africa,AFRO,Lower middle income,gn,3g cephalosporins,COL/INF,whoc,1,77,28,162,global,2,1748,-784,4219,912,-305,3791
448,CMR,AFRO D,Sub-Saharan Africa,AFRO,Lower middle income,gn,carbapenems,COL/INF,global,9,96,34,218,NA,NA,NA,NA,NA,96,34,218
449,CMR,AFRO D,Sub-Saharan Africa,AFRO,Lower middle income,gp,glycopeptides,COL/INF,global,3,103,0,281,global,5,13382,-508,27130,6743,-3,25431
450,CMR,AFRO D,Sub-Saharan Africa,AFRO,Lower middle income,gp,penicillins,COL/INF,global,7,158,60,353,global,4,32962,-1441,68521,16560,56,62542
451,CMR,AFRO D,Sub-Saharan Africa,AFRO,Lower middle income,gp,glycopeptides,IAI,global,1,25,-1,70,global,1,33645,-34676,101308,16835,-24313,91728
452,CMR,AFRO D,Sub-Saharan Africa,AFRO,Lower middle income,gn,carbapenems,RTI,global,1,197,-649,1317,global,1,5082,-4496,14297,2639,-2706,13026
453,CMR,AFRO D,Sub-Saharan Africa,AFRO,Lower middle income,gp,penicillins,SSI,global,3,170,58,391,global,2,82617,-21698,196069,41393,-8056,174579
454,CMR,AFRO D,Sub-Saharan Africa,AFRO,Lower middle income,gp,penicillins,SSTI,global,1,180,42,436,NA,NA,NA,NA,NA,180,42,436
455,CMR,AFRO D,Sub-Saharan Africa,AFRO,Lower middle income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,global,1,9934,-9876,31289,9934,-9876,31289
456,COD,AFRO E,Sub-Saharan Africa,AFRO,Low income,gn,3g cephalosporins,BSI,global,3,13,5,28,global,2,587,-515,1619,300,-362,1467
457,COD,AFRO E,Sub-Saharan Africa,AFRO,Low income,gn,carbapenems,BSI,global,4,17,4,44,NA,NA,NA,NA,NA,17,4,44
458,COD,AFRO E,Sub-Saharan Africa,AFRO,Low income,gp,glycopeptides,BSI,global,3,23,7,56,global,2,24146,-14884,63856,12085,-8569,57432
459,COD,AFRO E,Sub-Saharan Africa,AFRO,Low income,gp,penicillins,BSI,global,5,20,7,42,global,3,1032,-665,2849,526,-454,2616
460,COD,AFRO E,Sub-Saharan Africa,AFRO,Low income,gn,3g cephalosporins,COL/INF,whoc,1,52,18,114,global,2,1714,-761,4279,883,-375,3857
461,COD,AFRO E,Sub-Saharan Africa,AFRO,Low income,gn,carbapenems,COL/INF,global,9,17,6,35,NA,NA,NA,NA,NA,17,6,35
462,COD,AFRO E,Sub-Saharan Africa,AFRO,Low income,gp,glycopeptides,COL/INF,global,3,18,1,50,global,5,13226,-589,27764,6622,0,25102
463,COD,AFRO E,Sub-Saharan Africa,AFRO,Low income,gp,penicillins,COL/INF,global,7,27,10,59,global,4,31902,-4320,70374,15965,9,63379
464,COD,AFRO E,Sub-Saharan Africa,AFRO,Low income,gp,glycopeptides,IAI,global,1,4,0,13,global,1,35485,-32567,100758,17745,-22352,91714
465,COD,AFRO E,Sub-Saharan Africa,AFRO,Low income,gn,carbapenems,RTI,global,1,32,-112,202,global,1,5074,-4780,15019,2553,-3336,13372
466,COD,AFRO E,Sub-Saharan Africa,AFRO,Low income,gp,penicillins,SSI,global,3,30,10,70,global,2,84347,-38019,204991,42188,-16294,183321
467,COD,AFRO E,Sub-Saharan Africa,AFRO,Low income,gp,penicillins,SSTI,global,1,31,7,81,NA,NA,NA,NA,NA,31,7,81
468,COD,AFRO E,Sub-Saharan Africa,AFRO,Low income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,global,1,10239,-10148,29865,10239,-10148,29865
469,COG,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gn,3g cephalosporins,BSI,global,3,153,57,327,global,2,571,-491,1676,362,-355,1485
470,COG,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gn,carbapenems,BSI,global,4,196,47,488,NA,NA,NA,NA,NA,196,47,488
471,COG,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gp,glycopeptides,BSI,global,3,272,89,623,global,2,23561,-14710,60224,11916,-8625,55837
472,COG,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gp,penicillins,BSI,global,5,228,87,492,global,3,979,-836,2654,603,-559,2416
473,COG,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gn,3g cephalosporins,COL/INF,whoc,1,594,213,1327,global,2,1761,-803,4217,1177,-324,3741
474,COG,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gn,carbapenems,COL/INF,global,9,193,72,418,NA,NA,NA,NA,NA,193,72,418
475,COG,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gp,glycopeptides,COL/INF,global,3,202,9,528,global,5,12994,-1195,26462,6598,-13,24209
476,COG,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gp,penicillins,COL/INF,global,7,317,119,681,global,4,31582,-3903,68331,15949,110,60096
477,COG,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gp,glycopeptides,IAI,global,1,50,-4,142,global,1,33590,-30634,102885,16820,-16980,90549
478,COG,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gn,carbapenems,RTI,global,1,362,-1352,2286,global,1,5043,-4943,15029,2702,-3402,13427
479,COG,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gp,penicillins,SSI,global,3,333,119,740,global,2,84214,-31879,206093,42273,-6656,182612
480,COG,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gp,penicillins,SSTI,global,1,366,86,934,NA,NA,NA,NA,NA,366,86,934
481,COG,AFRO E,Sub-Saharan Africa,AFRO,Lower middle income,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,global,1,10063,-10543,30852,10063,-10543,30852
482,COK,WPRO B,NA,WPRO,NA,gn,3g cephalosporins,BSI,global,3,1083,411,2410,global,2,630,-406,1700,856,-246,2081
483,COK,WPRO B,NA,WPRO,NA,gn,carbapenems,BSI,whoc,1,971,345,2222,NA,NA,NA,NA,NA,971,345,2222
484,COK,WPRO B,NA,WPRO,NA,gp,glycopeptides,BSI,global,3,1884,541,4310,global,2,24441,-15443,64855,13163,-9815,57804
485,COK,WPRO B,NA,WPRO,NA,gp,penicillins,BSI,whoc,1,1710,489,4117,whoc,1,12221,-12560,34442,6966,-7562,30761
486,COK,WPRO B,NA,WPRO,NA,gn,3g cephalosporins,COL/INF,global,5,1518,369,3738,global,2,1821,-758,4383,1670,-289,4216
487,COK,WPRO B,NA,WPRO,NA,gn,carbapenems,COL/INF,global,9,1363,486,3055,NA,NA,NA,NA,NA,1363,486,3055
488,COK,WPRO B,NA,WPRO,NA,gp,glycopeptides,COL/INF,global,3,1445,105,4289,global,5,13551,-339,27388,7498,59,25417
489,COK,WPRO B,NA,WPRO,NA,gp,penicillins,COL/INF,global,7,2218,813,4864,global,4,33017,-2065,68340,17617,783,62053
490,COK,WPRO B,NA,WPRO,NA,gp,glycopeptides,IAI,global,1,340,-31,980,global,1,31975,-35127,99727,16157,-26864,88478
491,COK,WPRO B,NA,WPRO,NA,gn,carbapenems,RTI,global,1,3132,-9940,18719,global,1,4983,-4988,14863,4057,-7015,16366
492,COK,WPRO B,NA,WPRO,NA,gp,penicillins,SSI,global,3,2355,814,5694,global,2,84453,-35087,195706,43404,-15225,178563
493,COK,WPRO B,NA,WPRO,NA,gp,penicillins,SSTI,global,1,2549,575,6790,NA,NA,NA,NA,NA,2549,575,6790
494,COK,WPRO B,NA,WPRO,NA,gp,glycopeptides,UTI,NA,NA,NA,NA,NA,global,1,9772,-9127,29574,9772,-9127,29574
495,COL,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gn,3g cephalosporins,BSI,income,2,449,168,973,income,2,599,-475,1633,524,-281,1509
496,COL,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gn,carbapenems,BSI,income,1,1865,66,4966,NA,NA,NA,NA,NA,1865,66,4966
497,COL,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gp,glycopeptides,BSI,global,3,793,259,1914,global,2,23121,-15308,63277,11957,-9436,56809
498,COL,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gp,penicillins,BSI,income,2,637,237,1413,income,2,924,-759,2657,781,-524,2432
499,COL,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gn,3g cephalosporins,COL/INF,income,3,981,38,2689,income,2,1781,-773,4312,1381,-432,3843
500,COL,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gn,carbapenems,COL/INF,income,1,379,145,836,NA,NA,NA,NA,NA,379,145,836
501,COL,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gp,glycopeptides,COL/INF,global,3,612,36,1683,global,5,13287,-1114,26478,6950,-16,24259
502,COL,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gp,penicillins,COL/INF,global,7,927,353,1966,global,4,33301,-1871,69496,17114,330,62990
503,COL,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gp,glycopeptides,IAI,global,1,151,-5,453,global,1,35030,-28898,99506,17590,-21682,89662
504,COL,AMRO B,Latin America & Caribbean,PAHO,Upper middle income,gn,carbapenems,RTI,income,1,1055,-3703,6974,income,1,4806,-4862,14343,2931,-4248,12793
