"","iso3c","year","country.x","who.region","whoc.region","wb.region","Income.group","missing_flag.x","basecase_Y.2019usd","basecase_Y_PC.2019usd","missing_flag.y","sc1_ecoli_Y.2019usd","sc1_ecoli_Y_PC.2019usd","missing_flag.x.x","sc2_ecoli_Y.2019usd","sc2_ecoli_Y_PC.2019usd","missing_flag.y.y","sc1_saureus_Y.2019usd","sc1_saureus_Y_PC.2019usd","missing_flag","sc2_saureus_Y.2019usd","sc2_saureus_Y_PC.2019usd"
"578","CMR",2035,"CMR","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",0,77153945057.875,2045.33018020982,0,77152392917.17,2045.3271462113,0,77149241601.4456,2045.32098593373,0,77153030985.7944,2045.32839361098,0,77150898151.0504,2045.32422473077
"579","COD",2019,"COD","AFRO","AFRO E","Sub-Saharan Africa","Low income",1,75820093210.7085,873.598316401234,1,75820093210.7085,873.598316401234,1,75820093210.7085,873.598316401234,1,75820093210.7085,873.598316401234,1,75820093210.7085,873.598316401234
"580","COD",2020,"COD","AFRO","AFRO E","Sub-Saharan Africa","Low income",1,79808539860.079,891.108181687107,1,79806924866.696,891.108119699066,1,79803645940.7513,891.107993837032,1,79807588773.842,891.108145184882,1,79805369572.6289,891.108060009725
"581","COD",2021,"COD","AFRO","AFRO E","Sub-Saharan Africa","Low income",1,83958707872.7215,908.860419934633,1,83957006590.1476,908.860303569316,1,83953552471.0151,908.860067298401,1,83957705969.9976,908.86035141185,1,83955368196.9894,908.860191519191
"582","COD",2022,"COD","AFRO","AFRO E","Sub-Saharan Africa","Low income",1,88434289982.4719,928.531724598355,1,88432495310.5325,928.531541641858,1,88428851582.718,928.531170162759,1,88433233081.9186,928.531616862739,1,88430766980.6548,928.531365470005
"583","COD",2023,"COD","AFRO","AFRO E","Sub-Saharan Africa","Low income",1,93245542396.6699,950.011639056463,1,93243647262.5111,950.011379903663,1,93239799565.988,950.010853714019,1,93244426333.0232,950.011486451946,1,93241822184.5589,950.01113036118
"584","COD",2024,"COD","AFRO","AFRO E","Sub-Saharan Africa","Low income",1,98390039211.0395,973.050874855753,1,98388037063.2836,973.050534544548,1,98383972096.7778,973.049843569282,1,98388860126.1164,973.050674460352,1,98386108928.0283,973.050206853373
"585","COD",2025,"COD","AFRO","AFRO E","Sub-Saharan Africa","Low income",1,103883753280.305,997.59687787183,1,103881637515.478,997.596454052576,1,103877341871.94,997.595593520998,1,103882507285.23,997.596628301932,1,103879599963.477,997.596045950224
"586","COD",2026,"COD","AFRO","AFRO E","Sub-Saharan Africa","Low income",1,109684788862.58,1023.12173630748,1,109682553198.221,1023.12123583628,1,109678014122.355,1023.12021966922,1,109683472257.55,1023.12144160037,1,109680400179.26,1023.12075392462
"587","COD",2027,"COD","AFRO","AFRO E","Sub-Saharan Africa","Low income",1,115919841886.751,1050.64570466185,1,115917478048.225,1050.6451234231,1,115912678740.015,1050.64394326419,1,115918449798.725,1050.645362394,1,115915201593.467,1050.64456373916
"588","COD",2028,"COD","AFRO","AFRO E","Sub-Saharan Africa","Low income",1,122654085477.639,1080.51945555296,1,122651583554.47,1080.51878708123,1,122646503892.654,1080.517429803,1,122652612070.226,1080.51906191715,1,122649174119.76,1080.51814339936
"589","COD",2029,"COD","AFRO","AFRO E","Sub-Saharan Africa","Low income",1,129976651000.652,1113.28083700056,1,129973998690.785,1113.28007085166,1,129968613698.474,1113.27851524813,1,129975089029.063,1113.28038584662,1,129971444428.885,1113.27933311503
"590","COD",2030,"COD","AFRO","AFRO E","Sub-Saharan Africa","Low income",1,137970018253.924,1149.30000961227,1,137967201265.048,1149.29913358385,1,137961481924.541,1149.29735487928,1,137968359301.303,1149.29949375473,1,137964488412.091,1149.29829004268
"591","COD",2031,"COD","AFRO","AFRO E","Sub-Saharan Africa","Low income",1,146528882688.081,1187.43016765057,1,146525889432.868,1187.42918996817,1,146519812218.379,1187.42720486386,1,146527119930.537,1187.42959193311,1,146523006829.882,1187.42824854295
"592","COD",2032,"COD","AFRO","AFRO E","Sub-Saharan Africa","Low income",1,155937506195.863,1229.71347388069,1,155934318705.116,1229.71237911027,1,155927847133.75,1229.71015626882,1,155935629051.186,1229.71282921483,1,155931249047.272,1229.71132493938
"593","COD",2033,"COD","AFRO","AFRO E","Sub-Saharan Africa","Low income",1,166273246752.499,1276.37404431181,1,166269845780.4,1276.3728196558,1,166262940777.334,1276.37033309298,1,166271243886.651,1276.37332316158,1,166266570533.396,1276.37164041633
"594","COD",2034,"COD","AFRO","AFRO E","Sub-Saharan Africa","Low income",1,177591161969.707,1327.48663454707,1,177587527924.132,1327.48527286825,1,177580149711.436,1327.48250809259,1,177589021844.67,1327.48583270964,1,177584028220.042,1327.48396168768
"595","COD",2035,"COD","AFRO","AFRO E","Sub-Saharan Africa","Low income",1,189979039242.9,1383.30558584285,1,189975151529.536,1383.30408471509,1,189967258294.518,1383.30103680064,1,189976749730.421,1383.30470188957,1,189971407535.167,1383.30263925729
"596","COG",2019,"COG","AFRO","AFRO E","Sub-Saharan Africa","Lower middle income",1,10353490580.0192,1924.25893243151,1,10353490580.0192,1924.25893243151,1,10353490580.0192,1924.25893243151,1,10353490580.0192,1924.25893243151,1,10353490580.0192,1924.25893243151
"597","COG",2020,"COG","AFRO","AFRO E","Sub-Saharan Africa","Lower middle income",1,10851633837.7362,1966.58822720845,1,10851424082.3508,1966.58819283728,1,10850998215.3537,1966.58812304888,1,10851510310.1733,1966.58820696869,1,10851222079.1922,1966.5881597406
"598","COG",2021,"COG","AFRO","AFRO E","Sub-Saharan Africa","Lower middle income",1,11386824305.8387,2012.87330843887,1,11386604403.3261,2012.87321149922,1,11386157934.5853,2012.87301467034,1,11386694802.4964,2012.87325135508,1,11386392628.0298,2012.8731181543
"599","COG",2022,"COG","AFRO","AFRO E","Sub-Saharan Africa","Lower middle income",1,11952339736.7457,2061.45907843148,1,11952109150.9423,2061.45891745458,1,11951640991.8836,2061.45859060311,1,11952203941.8682,2061.45898363876,1,11951887087.1526,2061.45876244717
"600","COG",2023,"COG","AFRO","AFRO E","Sub-Saharan Africa","Lower middle income",1,12555491749.9503,2113.36336474505,1,12555249746.2589,2113.36312545772,1,12554758405.4287,2113.36263960335,1,12555349230.9244,2113.3632238385,1,12555016686.5297,2113.36289504402
"601","COG",2024,"COG","AFRO","AFRO E","Sub-Saharan Africa","Lower middle income",1,13205382818.7902,2169.79671685675,1,13205128405.616,2169.79636967396,1,13204611869.7776,2169.79566474688,1,13205232991.6576,2169.79651241493,1,13204883395.0149,2169.79603536614
"602","COG",2025,"COG","AFRO","AFRO E","Sub-Saharan Africa","Lower middle income",1,13910695348.8675,2231.06581377185,1,13910427323.5159,2231.06532437415,1,13909883150.8365,2231.0643306918,1,13910537505.3527,2231.06552558543,1,13910169203.8198,2231.06485312559
"603","COG",2026,"COG","AFRO","AFRO E","Sub-Saharan Africa","Lower middle income",1,14654001727.6991,2294.70744248341,1,14653719307.1355,2294.70681933843,1,14653145907.8177,2294.70555409371,1,14653835406.6655,2294.70707553863,1,14653447324.2574,2294.70621930276
"604","COG",2027,"COG","AFRO","AFRO E","Sub-Saharan Africa","Lower middle income",1,15460107202.4291,2363.93076489741,1,15459809014.2336,2363.92996888639,1,15459203601.851,2363.92835265218,1,15459931595.6492,2363.9302961588,1,15459521846.5023,2363.92920239566
"605","COG",2028,"COG","AFRO","AFRO E","Sub-Saharan Africa","Lower middle income",1,16331681400.1487,2438.65632374925,1,16331366009.1834,2438.6553221828,1,16330725669.9734,2438.65328858632,1,16331495662.46,2438.65573396736,1,16331062274.5296,2438.65435776002
"606","COG",2029,"COG","AFRO","AFRO E","Sub-Saharan Africa","Lower middle income",1,17266352941.408,2518.06226358583,1,17266018983.6634,2518.06103937222,1,17265340948.2753,2518.05855371036,1,17266156269.5353,2518.061542696,1,17265697368.5133,2518.05986055957
"607","COG",2030,"COG","AFRO","AFRO E","Sub-Saharan Africa","Lower middle income",1,18264846271.1499,2601.82995315526,1,18264492392.8985,2601.82850005834,1,18263773912.856,2601.82554966927,1,18264637867.8719,2601.82909748528,1,18264151593.5757,2601.82710085098
"608","COG",2031,"COG","AFRO","AFRO E","Sub-Saharan Africa","Lower middle income",1,19316519646.0692,2688.45089019752,1,19316144749.3287,2688.44923033143,1,19315383595.3963,2688.44586011612,1,19316298864.7738,2688.44991276951,1,19315783708.4424,2688.44763202342
"609","COG",2032,"COG","AFRO","AFRO E","Sub-Saharan Africa","Lower middle income",1,20446311721.0464,2780.67614865312,1,20445914141.8304,2780.6742681482,1,20445106935.6129,2780.67044994564,1,20446077581.7987,2780.67504129979,1,20445531256.9179,2780.67245738429
"610","COG",2033,"COG","AFRO","AFRO E","Sub-Saharan Africa","Lower middle income",1,21655733760.3956,2878.60345080361,1,21655311856.2146,2878.6013432092,1,21654455262.962,2878.59706392197,1,21655485295.918,2878.60220972642,1,21654905545.5073,2878.59931377799
"611","COG",2034,"COG","AFRO","AFRO E","Sub-Saharan Africa","Lower middle income",1,22952638465.4859,2982.41144302052,1,22952190501.995,2982.4091065219,1,22951281000.4625,2982.40436246543,1,22952374654.4032,2982.41006715087,1,22951759095.2541,2982.406856676
"612","COG",2035,"COG","AFRO","AFRO E","Sub-Saharan Africa","Lower middle income",1,24341202182.8996,3092.51711128188,1,24340726397.265,3092.51454768732,1,24339760408.3662,3092.50934253313,1,24340921987.0564,3092.51560168456,1,24340268196.8068,3092.51207916792
"613","COL",2019,"COL","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,323802808108.246,6432.38758339552,0,323802808108.246,6432.38758339552,0,323802808108.246,6432.38758339552,0,323802808108.246,6432.38758339552,0,323802808108.246,6432.38758339552
"614","COL",2020,"COL","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,333794516071.704,6560.04001477318,0,333788815617.415,6560.03967813471,0,333777241967.801,6560.03899462136,0,333791158966.573,6560.03981654032,0,333783325721.268,6560.03935398152
"615","COL",2021,"COL","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,342164255512.144,6674.29203589404,0,342158414733.91,6674.29178870025,0,342146556184.162,6674.29128679605,0,342160815767.449,6674.29189033156,0,342152789696.495,6674.2915506744
"616","COL",2022,"COL","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,350202962101.245,6798.34143034273,0,350196987038.436,6798.34128754621,0,350184855850.307,6798.34099761102,0,350199443273.665,6798.3413462556,0,350191232675.977,6798.34115004573
"617","COL",2023,"COL","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,357903931228.926,6926.32382925176,0,357897829132.539,6926.32384889059,0,357885440027.751,6926.3238887654,0,357900337588.628,6926.32384081628,0,357891952427.93,6926.32386780104
"618","COL",2024,"COL","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,365311434309.845,7049.62242975385,0,365305213172.964,7049.62272815755,0,365292582379.904,7049.62333403881,0,365307770563.943,7049.62260547179,0,365299221823.504,7049.62301549404
"619","COL",2025,"COL","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,372510413464.972,7162.6975881126,0,372504080554.987,7162.69830969361,0,372491222828.66,7162.69977479774,0,372506683893.165,7162.69801302263,0,372497981558.951,7162.6990045127
"620","COL",2026,"COL","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,380512238121.428,7282.67025438627,0,380505775656.855,7282.67124669468,0,380492654895.457,7282.67326148617,0,380508432252.088,7282.67083871678,0,380499551890.299,7282.67220220052
"621","COL",2027,"COL","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,388313776570.831,7392.22875634555,0,388307191840.143,7392.23016695591,0,388293822841.494,7392.23303107163,0,388309898696.065,7392.22958699722,0,388300850321.62,7392.2315252499
"622","COL",2028,"COL","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,396055965688.547,7496.09095653539,0,396049261963.82,7496.09287224013,0,396035651371.232,7496.09676190453,0,396052017735.218,7496.0920846168,0,396042805844.134,7496.09471689586
"623","COL",2029,"COL","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,403932142255.471,7601.85452904755,0,403925317101.892,7601.8569473193,0,403911459971.961,7601.86185740109,0,403928122789.679,7601.85595307041,0,403918744036.193,7601.85927590323
"624","COL",2030,"COL","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,412026722144.719,7713.40064295484,0,412019770538.696,7713.40351965964,0,412005656672.012,7713.409360549,0,412022628208.047,7713.40233693043,0,412013075689.187,7713.4062896747
"625","COL",2031,"COL","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,420459494516.024,7833.57853925595,0,420452408335.994,7833.58179206476,0,420438021243.316,7833.58839660002,0,420455321325.66,7833.58045470402,0,420445583881.526,7833.58492423527
"626","COL",2032,"COL","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,429125733519.825,7959.4490024822,0,429118507517.535,7959.45258896112,0,429103836543.321,7959.45987098415,0,429121477985.042,7959.45111441513,0,429111548403.941,7959.45604242698
"627","COL",2033,"COL","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,437985235647.207,8090.01340340987,0,437977865657.321,8090.01729573315,0,437962902344.679,8090.02519874628,0,437980895315.009,8090.0156954422,0,437970767873.281,8090.02104370061
"628","COL",2034,"COL","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,446923042912.665,8222.90377201275,0,446915527703.974,8222.9079778349,0,446900269553.174,8222.91651738003,0,446918617057.963,8222.90624865191,0,446908290063.736,8222.91202767461
"629","COL",2035,"COL","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,455841205106.716,8356.54558482677,0,455833545831.304,8356.55013799758,0,455817995181.434,8356.55938280385,0,455836694407.949,8356.54826600552,0,455826169444.251,8356.55452230398
"630","COM",2019,"COM","AFRO",NA,"Sub-Saharan Africa","Lower middle income",1,2488424425.42737,2924.50977619489,1,2488424425.42737,2924.50977619489,1,2488424425.42737,2924.50977619489,1,2488424425.42737,2924.50977619489,1,2488424425.42737,2924.50977619489
"631","COM",2020,"COM","AFRO",NA,"Sub-Saharan Africa","Lower middle income",1,2600292802.27351,2988.84230146381,1,2600243426.56526,2988.84224922613,1,2600143178.91451,2988.84214316096,1,2600263724.25999,2988.8422707032,1,2600195875.56149,2988.84219892543
"632","COM",2021,"COM","AFRO",NA,"Sub-Saharan Africa","Lower middle income",1,2716557944.3425,3059.18687425958,1,2716506375.7037,3059.18672692964,1,2716401675.73908,3059.18642778695,1,2716527574.8822,3059.18678750301,1,2716456712.80772,3059.18658506301
"633","COM",2022,"COM","AFRO",NA,"Sub-Saharan Africa","Lower middle income",1,2841656449.51737,3133.02805900482,1,2841602527.692,3133.02781435036,1,2841493050.04535,3133.02731759793,1,2841624694.233,3133.02791493781,1,2841550598.56894,3133.0275787684
"634","COM",2023,"COM","AFRO",NA,"Sub-Saharan Africa","Lower middle income",1,2977443129.59346,3211.91276115799,1,2977386646.60791,3211.9123974865,1,2977271969.03003,3211.9116590797,1,2977409866.00683,3211.91254700668,1,2977332250.97085,3211.91204730123
"635","COM",2024,"COM","AFRO",NA,"Sub-Saharan Africa","Lower middle income",1,3119606024.55639,3297.68078705749,1,3119546839.42482,3297.68025940528,1,3119426675.67198,3297.6791880494,1,3119571169.64002,3297.68047634458,1,3119489841.50146,3297.67975132061
"636","COM",2025,"COM","AFRO",NA,"Sub-Saharan Africa","Lower middle income",1,3272120292.7321,3390.79823081046,1,3272058185.08698,3390.79748701848,1,3271932087.74659,3390.79597680918,1,3272083716.70979,3390.79779282159,1,3271998372.65761,3390.79677080977
"637","COM",2026,"COM","AFRO",NA,"Sub-Saharan Africa","Lower middle income",1,3431721130.75284,3487.52147434232,1,3431655965.9731,3487.52052727975,1,3431523661.72364,3487.51860434699,1,3431682754.34444,3487.52091665562,1,3431593209.39165,3487.51961533898
"638","COM",2027,"COM","AFRO",NA,"Sub-Saharan Africa","Lower middle income",1,3607098748.37292,3592.72783702482,1,3607030198.3922,3592.72662723855,1,3606891021.15986,3592.72417086813,1,3607058378.37717,3592.72712463075,1,3606964181.72096,3592.72546231756
"639","COM",2028,"COM","AFRO",NA,"Sub-Saharan Africa","Lower middle income",1,3795247676.25011,3706.296558838,1,3795175473.71226,3706.29503664635,1,3795028880.6834,3706.29194596417,1,3795205155.21862,3706.29566248102,1,3795105939.47958,3706.29357090605
"640","COM",2029,"COM","AFRO",NA,"Sub-Saharan Africa","Lower middle income",1,3991538653.59298,3826.97857487342,1,3991462632.50863,3826.97671430019,1,3991308286.67474,3826.9729365641,1,3991493883.77295,3826.97747925718,1,3991389420.8613,3826.97492272783
"641","COM",2030,"COM","AFRO",NA,"Sub-Saharan Africa","Lower middle income",1,4203409872.29852,3954.28962586878,1,4203329736.11691,3954.28741743618,1,4203167035.39019,3954.2829334026,1,4203362679.04727,3954.28832541218,1,4203252561.4635,3954.28529090554
"642","COM",2031,"COM","AFRO",NA,"Sub-Saharan Africa","Lower middle income",1,4425069850.69453,4085.93707358682,1,4424985424.72359,4085.93455090417,1,4424814014.42622,4085.92942881408,1,4425020131.13303,4085.93558808104,1,4424904118.82603,4085.93212177818
"643","COM",2032,"COM","AFRO",NA,"Sub-Saharan Africa","Lower middle income",1,4661390539.41878,4226.10203029808,1,4661301538.53232,4226.09917228612,1,4661120839.77186,4226.0933693401,1,4661338125.63273,4226.10034733037,1,4661215826.80255,4226.09642026733
"644","COM",2033,"COM","AFRO",NA,"Sub-Saharan Africa","Lower middle income",1,4913049776.28867,4374.93301539508,1,4912955913.93646,4374.92981225003,1,4912765344.92914,4374.9233085425,1,4912994499.52458,4374.9311291924,1,4912865520.4131,4374.92672789829
"645","COM",2034,"COM","AFRO",NA,"Sub-Saharan Africa","Lower middle income",1,5180877857.46266,4532.70153758763,1,5180778842.01287,4532.69798655146,1,5180577810.6577,4532.69077648254,1,5180819545.97389,4532.69944652587,1,5180683485.83896,4532.69456721105
"646","COM",2035,"COM","AFRO",NA,"Sub-Saharan Africa","Lower middle income",1,5470848115.94996,4700.04133672677,1,5470743549.62578,4700.03744054772,1,5470531248.31512,4700.02952969744,1,5470786535.47934,4700.03904242426,1,5470642847.72077,4700.03368886493
"647","CPV",2019,"CPV","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",1,1268324373.09239,2306.31687943556,1,1268324373.09239,2306.31687943556,1,1268324373.09239,2306.31687943556,1,1268324373.09239,2306.31687943556,1,1268324373.09239,2306.31687943556
"648","CPV",2020,"CPV","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",1,1310520119.75014,2357.05057509017,1,1310497403.22885,2357.05053389468,1,1310451281.80628,2357.05045024993,1,1310506741.58044,2357.05055083185,1,1310475525.85089,2357.05049422671
"649","CPV",2021,"CPV","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",1,1355839314.73926,2412.5254710663,1,1355815839.69743,2412.52535487947,1,1355768178.24772,2412.52511897058,1,1355825489.86167,2412.52540264863,1,1355793231.81346,2412.52524300109
"650","CPV",2022,"CPV","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",1,1403390460.60485,2470.75785317755,1,1403366177.62074,2470.75766023899,1,1403316875.80282,2470.75726849179,1,1403376159.9146,2470.75773956392,1,1403342791.63659,2470.75747445515
"651","CPV",2023,"CPV","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",1,1451390455.83277,2532.9676367064,1,1451365340.41107,2532.96734990904,1,1451314348.49203,2532.9667675892,1,1451375664.90502,2532.96746782313,1,1451341152.7393,2532.96707374713
"652","CPV",2024,"CPV","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",1,1505750713.86233,2600.60572342371,1,1505724633.30835,2600.60530730843,1,1505671681.87769,2600.60446241943,1,1505735354.55201,2600.60547839036,1,1505699516.16001,2600.60490662444
"653","CPV",2025,"CPV","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",1,1561639174.79448,2674.03968286726,1,1561612078.61853,2674.03909630058,1,1561557065.16681,2674.03790532449,1,1561623217.36861,2674.03933746198,1,1561585983.37333,2674.03853148652
"654","CPV",2026,"CPV","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",1,1622687169.10894,2750.31723577787,1,1622658972.64968,2750.31648890863,1,1622601725.28878,2750.31497245198,1,1622670563.70865,2750.31679597689,1,1622631817.7728,2750.31576973702
"655","CPV",2027,"CPV","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",1,1685804406.64313,2833.28471704728,1,1685775049.038,2833.28376298978,1,1685715444.19837,2833.28182585535,1,1685787117.42673,2833.28415524151,1,1685746775.9196,2833.28284431378
"656","CPV",2028,"CPV","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",1,1753708135.99339,2922.84689332232,1,1753677513.25658,2922.84569289676,1,1753615339.81546,2922.84325553357,1,1753690101.72289,2922.84618644035,1,1753648021.75585,2922.84453698967
"657","CPV",2029,"CPV","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",1,1825901332.44533,3018.01873131459,1,1825869357.84609,3018.0172640357,1,1825804439.71384,3018.01428485041,1,1825882502.04409,3018.01786729346,1,1825838564.43835,3018.01585117204
"658","CPV",2030,"CPV","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",1,1902235185.04775,3118.41833614385,1,1902201780.23779,3118.4165945373,1,1902133958.34361,3118.4130583541,1,1902215512.37541,3118.41731058222,1,1902169609.47009,3118.41491751999
"659","CPV",2031,"CPV","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",1,1981676182.60872,3222.23769529873,1,1981641316.48481,3222.23570586938,1,1981570527.67986,3222.23166650424,1,1981655649.34679,3222.23652380424,1,1981607738.39881,3222.23379022036
"660","CPV",2032,"CPV","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",1,2066319943.99159,3332.77410321224,1,2066283515.77865,3332.77184933664,1,2066209555.45894,3332.76727303723,1,2066298490.79237,3332.77277599601,1,2066248433.32377,3332.76967904901
"661","CPV",2033,"CPV","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",1,2152890283.27704,3450.14468473884,1,2152852253.46428,3450.14215868557,1,2152775041.41097,3450.13702975402,1,2152867886.87225,3450.14319724814,1,2152815628.59038,3450.13972631467
"662","CPV",2034,"CPV","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",1,2248400476.81646,3574.56355614699,1,2248360683.73494,3574.56075574102,1,2248279891.71109,3574.55506976117,1,2248377041.99671,3574.56190710104,1,2248322360.74629,3574.5580591925
"663","CPV",2035,"CPV","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",1,2346233803.45315,3706.53049518664,1,2346192204.32921,3706.52742259527,1,2346107745.49137,3706.52118396763,1,2346209305.02838,3706.52868586166,1,2346152142.03268,3706.52446395604
"664","CRI",2019,"CRI","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,61773909467.9267,12238.3680886525,0,61773909467.9267,12238.3680886525,0,61773909467.9267,12238.3680886525,0,61773909467.9267,12238.3680886525,0,61773909467.9267,12238.3680886525
"665","CRI",2020,"CRI","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,62814000118.5311,12330.977643999,0,62812934972.4019,12330.9781390029,0,62810772402.9883,12330.9791440626,0,62813372833.4539,12330.9779354869,0,62811909168.2739,12330.9786156481
"666","CRI",2021,"CRI","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,63874389506.3964,12429.3421884406,0,63873307668.6787,12429.3432463923,0,63871111210.2829,12429.3453944658,0,63873752391.2498,12429.3428114258,0,63872265789.2413,12429.3442651067
"667","CRI",2022,"CRI","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,64933712302.1323,12530.627615232,0,64932614073.7828,12530.6293577691,0,64930384337.4384,12530.6328958305,0,64933065534.1397,12530.628641342,0,64931556408.8244,12530.631035679
"668","CRI",2023,"CRI","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,66007936589.6459,12635.516192505,0,66006821932.1464,12635.5187129075,0,66004558839.651,12635.523830354,0,66007280146.1114,12635.5176766686,0,66005748444.5325,12635.5211398336
"669","CRI",2024,"CRI","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,67098665786.7624,12746.7070263606,0,67097534567.1835,12746.7103914108,0,67095237848.6509,12746.7172238382,0,67097999589.3931,12746.7090079033,0,67096445128.8676,12746.7136316587
"670","CRI",2025,"CRI","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,68209345999.6015,12864.8332703888,0,68208197998.3413,12864.8375368103,0,68205867207.9144,12864.8461993914,0,68208669919.063,12864.8357827127,0,68207092397.8112,12864.8416450002
"671","CRI",2026,"CRI","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,69370481012.1702,12993.1599573273,0,69369315328.9147,12993.165115921,0,69366948638.6841,12993.1755899783,0,69369794518.2527,12993.1629950154,0,69368192699.1188,12993.170083195
"672","CRI",2027,"CRI","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,70552369203.1113,13130.9080966148,0,70551185547.0813,13130.914184535,0,70548782366.6783,13130.9265455076,0,70551672124.5659,13130.9116815458,0,70550045607.9695,13130.9200466696
"673","CRI",2028,"CRI","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,71779422186.0063,13277.7325538302,0,71778219787.6978,13277.7395820273,0,71775778554.7966,13277.7538521497,0,71778714069.6574,13277.7366924523,0,71777061798.1892,13277.7463495671
"674","CRI",2029,"CRI","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,73061706152.9177,13435.4001752331,0,73060484008.1092,13435.4081303447,0,73058002683.837,13435.4242824862,0,73060986407.3637,13435.4048596777,0,73059307001.0869,13435.4157904229
"675","CRI",2030,"CRI","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,74395737371.3575,13605.6578952739,0,74394494511.1516,13605.6667571583,0,74391971128.3534,13605.6847504236,0,74395005426.001,13605.6631136803,0,74393297553.522,13605.6752903805
"676","CRI",2031,"CRI","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,75823208624.5116,13793.5616926526,0,75821943151.6008,13793.5713535133,0,75819373858.1675,13793.5909690312,0,75822463362.0091,13793.5673815439,0,75820724416.1929,13793.5806560808
"677","CRI",2032,"CRI","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,77306143628.9542,13994.5951536847,0,77304854509.336,13994.6055940246,0,77302237205.929,13994.6267922085,0,77305384440.3668,13994.6013015797,0,77303613000.356,13994.6156471636
"678","CRI",2033,"CRI","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,78853230356.9047,14207.7892534963,0,78851916413.7833,14207.8004548733,0,78849248711.1507,14207.8231982778,0,78852456549.1996,14207.7958495353,0,78850650997.9178,14207.8112408254
"679","CRI",2034,"CRI","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,80468184099.5619,14433.7549954371,0,80466844077.7833,14433.7669341423,0,80464123427.582,14433.7911746294,0,80467394933.5605,14433.7620256588,0,80465553546.2575,14433.7784300783
"680","CRI",2035,"CRI","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,82139155166.2129,14672.9466177586,0,82137788041.4866,14672.9592842055,0,82135012364.0968,14672.9850023104,0,82138350038.6949,14672.9540765179,0,82136471407.8569,14672.9714808943
"681","CUB",2019,"CUB","PAHO","AMRO A","Latin America & Caribbean","Upper middle income",1,107311319333.586,9468.52078338019,1,107311319333.586,9468.52078338019,1,107311319333.586,9468.52078338019,1,107311319333.586,9468.52078338019,1,107311319333.586,9468.52078338019
"682","CUB",2020,"CUB","PAHO","AMRO A","Latin America & Caribbean","Upper middle income",1,108019947061.676,9536.50102071827,1,108018100009.368,9536.5012982914,1,108014349933.474,9536.5018618787,1,108018859297.834,9536.5011841699,1,108016321182.206,9536.50156557008
